NC_082382.1:0-26289739	sp	Q9NYQ7	CELR3_HUMAN	77.838	925	203	1	20384275	20381507	325	1249	0.0	1381
NC_082382.1:0-26289739	sp	Q9NYQ7	CELR3_HUMAN	31.884	828	520	17	20383957	20381549	323	1131	1.84e-74	295
NC_082382.1:0-26289739	sp	Q9NYQ7	CELR3_HUMAN	33.873	741	449	20	20383627	20381483	323	1048	7.11e-72	286
NC_082382.1:7825-12944	sp	O75132	ZBED4_HUMAN	27.971	547	365	7	1408	3015	643	1171	1.04e-53	210
NC_082382.1:7825-12944	sp	O75132	ZBED4_HUMAN	27.971	547	365	7	1408	3015	643	1171	1.04e-53	210
NC_082382.1:44749-76860	sp	Q9P2R6	RERE_HUMAN	75.000	228	47	3	26241	26897	1226	1452	6.18e-70	268
NC_082382.1:44749-76860	sp	Q9P2R6	RERE_HUMAN	75.000	228	47	3	26241	26897	1226	1452	6.18e-70	268
NC_082382.1:57812-58012	sp	Q80TZ9	RERE_MOUSE	62.687	67	23	2	3	200	515	580	1.49e-21	89.4
NC_082382.1:70824-71635	sp	Q9P2R6	RERE_HUMAN	75.676	222	46	2	166	810	1226	1446	5.50e-80	266
NC_082382.1:44749-76860	sp	Q9P2R6	RERE_HUMAN	75.000	228	47	3	26241	26897	1226	1452	6.18e-70	268
NC_082382.1:57812-58012	sp	Q80TZ9	RERE_MOUSE	62.687	67	23	2	3	200	515	580	1.49e-21	89.4
NC_082382.1:70824-71635	sp	Q9P2R6	RERE_HUMAN	75.676	222	46	2	166	810	1226	1446	5.50e-80	266
NC_082382.1:57812-58012	sp	Q80TZ9	RERE_MOUSE	62.687	67	23	2	3	200	515	580	1.49e-21	89.4
NC_082382.1:70824-71635	sp	Q9P2R6	RERE_HUMAN	75.676	222	46	2	166	810	1226	1446	5.50e-80	266
NC_082382.1:44749-76860	sp	Q9P2R6	RERE_HUMAN	75.000	228	47	3	26241	26897	1226	1452	6.18e-70	268
NC_082382.1:57812-58012	sp	Q80TZ9	RERE_MOUSE	62.687	67	23	2	3	200	515	580	1.49e-21	89.4
NC_082382.1:70824-71635	sp	Q9P2R6	RERE_HUMAN	75.676	222	46	2	166	810	1226	1446	5.50e-80	266
NC_082382.1:57812-58012	sp	Q80TZ9	RERE_MOUSE	62.687	67	23	2	3	200	515	580	1.49e-21	89.4
NC_082382.1:70824-71635	sp	Q9P2R6	RERE_HUMAN	75.676	222	46	2	166	810	1226	1446	5.50e-80	266
NC_082382.1:44749-76860	sp	Q9P2R6	RERE_HUMAN	75.000	228	47	3	26241	26897	1226	1452	6.18e-70	268
NC_082382.1:57812-58012	sp	Q80TZ9	RERE_MOUSE	62.687	67	23	2	3	200	515	580	1.49e-21	89.4
NC_082382.1:70824-71635	sp	Q9P2R6	RERE_HUMAN	75.676	222	46	2	166	810	1226	1446	5.50e-80	266
NC_082382.1:57812-58012	sp	Q80TZ9	RERE_MOUSE	62.687	67	23	2	3	200	515	580	1.49e-21	89.4
NC_082382.1:70824-71635	sp	Q9P2R6	RERE_HUMAN	75.676	222	46	2	166	810	1226	1446	5.50e-80	266
NC_082382.1:92408-96497	sp	Q3ZB90	KBTBC_DANRE	63.200	500	130	2	3519	2035	1	451	0.0	660
NC_082382.1:92408-96497	sp	Q3ZB90	KBTBC_DANRE	78.571	56	12	0	1202	1035	568	623	3.49e-41	99.4
NC_082382.1:92408-96497	sp	Q3ZB90	KBTBC_DANRE	78.788	66	14	0	1506	1309	502	567	3.49e-41	93.6
NC_082382.1:92408-96497	sp	Q3ZB90	KBTBC_DANRE	63.200	500	130	2	3519	2035	1	451	0.0	660
NC_082382.1:92408-96497	sp	Q3ZB90	KBTBC_DANRE	78.571	56	12	0	1202	1035	568	623	3.49e-41	99.4
NC_082382.1:92408-96497	sp	Q3ZB90	KBTBC_DANRE	78.788	66	14	0	1506	1309	502	567	3.49e-41	93.6
NC_082382.1:94860-96032	sp	Q3ZB90	KBTBC_DANRE	69.444	360	105	1	1067	3	1	360	0.0	540
NC_082382.1:94442-94713	sp	Q3ZB90	KBTBC_DANRE	73.333	90	24	0	270	1	362	451	2.05e-40	143
NC_082382.1:93715-93913	sp	Q3ZB90	KBTBC_DANRE	78.462	65	14	0	196	2	503	567	1.61e-21	89.0
NC_082382.1:94860-95927	sp	Q3ZB90	KBTBC_DANRE	69.444	360	105	1	1067	3	1	360	0.0	540
NC_082382.1:94442-94713	sp	Q3ZB90	KBTBC_DANRE	73.333	90	24	0	270	1	362	451	2.05e-40	143
NC_082382.1:93715-93913	sp	Q3ZB90	KBTBC_DANRE	78.462	65	14	0	196	2	503	567	1.61e-21	89.0
NC_082382.1:93436-93609	sp	Q3ZB90	KBTBC_DANRE	78.182	55	12	0	171	7	569	623	1.06e-24	97.8
NC_082382.1:96565-112491	sp	Q8CIW6	S26A6_MOUSE	76.744	43	10	0	5446	5574	379	421	3.34e-23	71.2
NC_082382.1:96565-112491	sp	Q8CIW6	S26A6_MOUSE	64.286	42	15	0	5232	5357	338	379	3.34e-23	63.5
NC_082382.1:96565-112491	sp	Q8CIW6	S26A6_MOUSE	76.744	43	10	0	5446	5574	379	421	3.34e-23	71.2
NC_082382.1:96565-112491	sp	Q8CIW6	S26A6_MOUSE	64.286	42	15	0	5232	5357	338	379	3.34e-23	63.5
NC_082382.1:114058-114244	sp	Q9NXG6	P4HTM_HUMAN	72.131	61	17	0	185	3	297	357	5.54e-24	95.5
NC_082382.1:114058-114244	sp	Q9NXG6	P4HTM_HUMAN	72.131	61	17	0	185	3	297	357	5.54e-24	95.5
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	80.000	100	20	0	11474	11175	528	627	1.98e-145	154
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	98.246	57	1	0	11742	11572	472	528	1.98e-145	123
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	72.881	59	16	0	11981	11805	422	480	1.98e-145	97.1
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	47.573	103	20	1	12844	12536	267	335	1.98e-145	93.2
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	74.510	51	13	0	12468	12316	331	381	1.98e-145	88.2
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	80.000	40	8	0	12202	12083	383	422	1.98e-145	72.4
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	57.353	272	59	2	5131	4316	1555	1769	5.05e-90	240
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	51.852	135	28	1	5616	5212	1455	1552	5.05e-90	117
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	80.488	82	16	0	9270	9025	898	979	2.43e-84	111
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	74.419	86	22	0	9619	9362	812	897	2.43e-84	102
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	63.380	71	26	0	8942	8730	979	1049	2.43e-84	87.0
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	66.071	56	17	1	9860	9693	765	818	2.43e-84	80.9
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	65.116	129	16	1	14136	13750	69	168	3.42e-59	181
NC_082382.1:122473-136993	sp	Q076A3	MYH13_CANLF	84.211	38	6	0	13550	13437	178	215	3.42e-59	70.1
