""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1"	"XM_060038104.1"	342.207000946391	-0.691557898508832	0.148380346020929	-4.66051474188072	3.15419567379487e-06	0.000282766190551961
"2"	"XM_060064921.1"	84.2354070838182	-0.804146008582908	0.205564432333349	-3.91007986495188	9.22656098797472e-05	0.00374929038991112
"3"	"XM_060068449.1"	87.7087196891601	-0.566673302662993	0.160902343440011	-3.51912045748404	0.000432980068975826	0.0116583738490478
"4"	"XM_060038440.1"	213.78504606199	-1.02146456716225	0.177488155560334	-5.75380801763545	8.72552433881181e-09	2.42133300402028e-06
"5"	"XM_060072995.1"	272.003085092815	-0.539550399750816	0.138926181827825	-3.8833448711788	0.000103029273746472	0.00408437478066371
"6"	"XM_060039114.1"	114.781528222202	-0.939037520511714	0.181550865278363	-5.16962350481435	2.34566074451112e-07	3.45943951760417e-05
"7"	"XM_060057878.1"	81.8736326241766	0.751596669385771	0.233779973492052	3.22075229017033	0.00127854603871681	0.0254142657460297
"8"	"XM_060058889.1"	108.001267861774	-0.535683854253445	0.156715680360327	-3.4174614844679	0.000632080369278915	0.0152175513562698
"9"	"XM_060051825.1"	118.179456258195	0.964984519670952	0.151355964487331	6.37308026690427	1.85268855975115e-10	1.05659686367371e-07
"10"	"XM_060038802.1"	43.7161097685954	-0.652017736161176	0.156209395898932	-4.17330550013256	3.0021195752215e-05	0.00164882036045369
"11"	"XM_060048059.1"	238.998729998923	-0.73796685227497	0.182517336320589	-4.04241262602164	5.29040287353733e-05	0.00250336115992229
"12"	"XM_060035946.1"	86.6447209350636	-0.416799606635153	0.127634872247794	-3.26472299806035	0.00109571174409359	0.0226776846741254
"13"	"XM_060039902.1"	81.5936301480491	-0.901641228654681	0.263174104533129	-3.42293233862865	0.000619494954724104	0.0150154292233951
"14"	"XM_060075607.1"	574.706455911675	-0.43509777603994	0.126727726122922	-3.43319652209832	0.000596509565678087	0.0146795644575856
"15"	"XR_009524731.1"	28.1662712086651	0.96759386283575	0.210782083921601	4.58684745568588	4.49989219869066e-06	0.00037659812091423
"16"	"XM_060068705.1"	46.6669044742184	0.462146099859436	0.156842281697017	2.94422622246943	0.00323763251456759	0.0488426341143614
"17"	"XR_009523845.1"	17.1422999886704	0.849671577065929	0.274229458229555	3.16494084258225	0.00155114484981118	0.0289501282146175
"18"	"XM_060037177.1"	1464.24533235897	0.963776813114206	0.145050872278891	6.64494003808704	3.03340540107298e-11	2.36942666328256e-08
"19"	"XM_060042798.1"	162.376796099549	-0.414488632400442	0.109033929769447	-3.80179057119084	0.00014365413373547	0.00526898379214096
"20"	"XM_060076618.1"	149.493438925512	0.481847180154986	0.164104060648966	2.93720695548736	0.00331183008397595	0.0494663572741167
"21"	"XR_009527943.1"	93.5735209631866	0.707090564723379	0.171534877818464	4.12085271532627	3.7747269149267e-05	0.00194691985561841
"22"	"XM_060057369.1"	77.8316599322591	0.768891029671392	0.254940456897212	3.02862000663853	0.00245673481077947	0.0398557978148762
"23"	"XM_060068482.1"	1135.09793341652	-0.686305821739999	0.15936662756411	-4.30610460698331	1.66154507301488e-05	0.00104587968475215
"24"	"XM_060050365.1"	761.035305765927	-0.829471609365356	0.2379493901874	-3.48401623445123	0.000493949525532956	0.0128609820907284
"25"	"XR_009525704.1"	34.2071472331245	0.873963556093831	0.275050147609305	3.28036661185851	0.0010367227462864	0.0219082993178159
"26"	"XM_060039199.1"	13.6720580769679	0.821935864711263	0.24120247118181	3.39568912692114	0.000684560617689937	0.0161849053812574
"27"	"XM_060066645.1"	172.10059374196	-0.634202003943048	0.180371882970233	-3.51439478311954	0.000440757240363807	0.011811397966039
"28"	"XM_060062592.1"	7490.67115861806	0.639482118110967	0.118474748895462	5.39778465384654	6.74687782237112e-08	1.29356048430734e-05
"29"	"XM_060046440.1"	68.2959789553718	-0.711605792247106	0.206231737352276	-3.45187402956692	0.000556707569321538	0.0139018200327031
"30"	"XM_060043675.1"	125.268983328458	1.00161382538081	0.187073746947433	5.35573134490663	8.52110409495068e-08	1.54922487381474e-05
"31"	"XM_060056708.1"	4931.90859567385	-1.15067090391739	0.11871628881118	-9.69207216980207	3.25849335465975e-22	3.43608124248871e-18
"32"	"XR_009528446.1"	306.483798416297	-0.829823806112539	0.242282247116537	-3.42324957527473	0.000618772368947799	0.0150154292233951
"33"	"XM_060058955.1"	36.8215501828041	0.596956528082346	0.159367084420395	3.74020739979047	0.000183868476118707	0.00627629882572286
"34"	"XM_060076488.1"	79.0958710430292	-0.454956581678273	0.136551253408229	-3.3305854146258	0.000866635708518827	0.0191988940048971
"35"	"XM_060063075.1"	5222.67320465551	-0.516839042165063	0.12606123385066	-4.09979770695923	4.135114282961e-05	0.00206169173115006
"36"	"XM_060043185.1"	25.0243299782764	0.844677841546213	0.256986225905319	3.29273474218775	0.000992180337126272	0.0212934119195562
"37"	"XM_060047153.1"	5271.25859736316	0.42496936330631	0.14489435976469	2.93311073900059	0.00335584172908841	0.0498625887120309
"38"	"XM_060049632.1"	205.255173641377	-0.580423183974995	0.192094583855444	-3.02054872396208	0.00252317108231721	0.0405283154044707
"39"	"XM_060057500.1"	168.21132796521	-0.46327943164591	0.131679890947146	-3.51887026944341	0.000433388577413629	0.0116583738490478
"40"	"XM_060052053.1"	189.746542918933	-0.455461952345509	0.133488671384142	-3.41192830254475	0.00064505077086158	0.0154592281334895
"41"	"XM_060070233.1"	96.9244375108641	0.652199801647041	0.199679396673763	3.26593274824079	0.0010910415747558	0.0226477035547243
"42"	"XM_060074702.1"	4591.74016798144	-0.724194844697079	0.209703066132222	-3.45209397795126	0.000556253949218895	0.0139018200327031
