Sample	Picard_mqc-generalstats-picard-PERCENT_DUPLICATION	Samtools_mqc-generalstats-samtools-error_rate	Samtools_mqc-generalstats-samtools-non_primary_alignments	Samtools_mqc-generalstats-samtools-reads_mapped	Samtools_mqc-generalstats-samtools-reads_mapped_percent	Samtools_mqc-generalstats-samtools-reads_properly_paired_percent	Samtools_mqc-generalstats-samtools-reads_MQ0_percent	Samtools_mqc-generalstats-samtools-raw_total_sequences	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed	Samtools_mqc-generalstats-samtools-mapped_passed_pct
MHW186-RG	0.213955	0.007308673	1013934.0	91113552.0	100.0	95.0921505068752	16.237053298064815	91113552.0	92127486	92127486	100.0
MHW187-RG	0.210211	0.00714884	1130467.0	96744384.0	100.0	95.12701636510498	16.45572418963358	96744384.0	97874851	97874851	100.0
MHW188-RG	0.214896	0.00720993	1070164.0	92791920.0	100.0	95.13224211763266	16.220777628052097	92791920.0	93862084	93862084	100.0
MHW189-RG	0.229893	0.007239761	1144939.0	100239533.0	100.0	94.9278943667864	16.03752782846664	100239533.0	101384472	101384472	100.0
MHW190-RG	0.179126	0.007193768	1021825.0	83418661.0	100.0	95.55565510695503	16.853257810024065	83418661.0	84440486	84440486	100.0
MHW191-RG	0.207626	0.007281295	1028845.0	87957054.0	100.0	94.88878515644691	16.030923454985203	87957054.0	88985899	88985899	100.0
MHW192-RG	0.164792	0.007293201	854342.0	68699956.0	100.0	95.72744995644538	17.103529149276312	68699956.0	69554298	69554298	100.0
MHW193-RG	0.193502	0.007099543	1032194.0	88040917.0	100.0	95.441266246693	16.54782627945595	88040917.0	89073111	89073111	100.0
MHW194-RG	0.161942	0.007265673	925279.0	83122328.0	100.0	95.71750204108817	16.73940965657266	83122328.0	84047607	84047607	100.0
MHW195-RG	0.174819	0.007365716	1045201.0	88524254.0	100.0	95.38352280268863	16.68132667912683	88524254.0	89569455	89569455	100.0
MHW196-RG	0.069116	0.007397466	1803423.0	55304524.0	100.0	94.09727131906966	22.13975297934035	55304524.0	57107947	57107947	100.0
MHW197-RG	0.065495	0.007349775	11056857.0	66304183.0	100.0	81.63468359153147	23.385812626633225	66304183.0	77361040	77361040	100.0
MHW198-RG	0.112674	0.007948013	2380939.0	68476183.0	100.0	94.72171952107786	30.907639813977365	68476183.0	70857122	70857122	100.0
MHW199-RG	0.076529	0.00709558	5518368.0	70440532.0	100.0	88.19678136445648	21.823531940389092	70440532.0	75958900	75958900	100.0
MHW200-RG	0.130029	0.007064532	7630241.0	71510036.0	100.0	72.24564115727756	18.431176569397895	71510036.0	79140277	79140277	100.0
MHW201-RG	0.077394	0.007320882	2931550.0	64777635.0	100.0	93.31885302697451	23.665204819533777	64777635.0	67709185	67709185	100.0
MHW202-RG	0.076465	0.007284915	8972612.0	81630406.0	100.0	88.52676538200728	24.881918387126483	81630406.0	90603018	90603018	100.0
MHW203-RG	0.078089	0.006649749	16222107.0	61539765.0	100.0	68.23366647565197	22.04369158705757	61539765.0	77761872	77761872	100.0
MHW204-RG	0.071727	0.00718577	6558102.0	60318225.0	100.0	87.78463557241614	23.600714377785486	60318225.0	66876327	66876327	100.0
MHW205-RG	0.094835	0.007616962	1228175.0	58685992.0	100.0	96.36870413641469	24.12409932509959	58685992.0	59914167	59914167	100.0
MHW206-RG	0.117967	0.008885061	528256.0	36590773.0	100.0	96.80860254031802	26.916058865441293	36590773.0	37119029	37119029	100.0
MHW207-RG	0.09548	0.008793428	609056.0	57538134.0	100.0	97.08436842946627	26.549574930601676	57538134.0	58147190	58147190	100.0
MHW208-RG	0.113409	0.007294637	2282449.0	77977928.0	100.0	90.3987112866092	17.705588432665202	77977928.0	80260377	80260377	100.0
MHW209-RG	0.141054	0.007527721	3289604.0	68595413.0	100.0	82.23867388917098	17.28235385068678	68595413.0	71885017	71885017	100.0
MHW210-RG	0.143051	0.007364223	1420879.0	77895323.0	100.0	91.80039217502186	16.273421191154185	77895323.0	79316202	79316202	100.0
MHW211-RG	0.139283	0.007516683	2587879.0	71745607.0	100.0	85.08535163693018	17.10726483922563	71745607.0	74333486	74333486	100.0
MHW212-RG	0.121531	0.007390551	4580330.0	66545011.0	100.0	78.68815289548904	18.396905817627708	66545011.0	71125341	71125341	100.0
MHW213-RG	0.118018	0.007479549	3405545.0	74129184.0	100.0	85.83830087755992	18.14156756399747	74129184.0	77534729	77534729	100.0
MHW214-RG	0.1283	0.007686001	1026673.0	75833142.0	100.0	94.40922809185462	16.522055752351655	75833142.0	76859815	76859815	100.0
MHW215-RG	0.148616	0.007429379	1789585.0	90986009.0	100.0	91.20281558893302	17.44712420565672	90986009.0	92775594	92775594	100.0
MHW216-RG	0.148775	0.00754195	2675788.0	72767131.0	100.0	84.38604237399437	17.332983761583236	72767131.0	75442919	75442919	100.0
MHW217-RG	0.161465	0.007338209	3235518.0	90388717.0	100.0	83.48773000063714	16.78977919334777	90388717.0	93624235	93624235	100.0
MHW218-RG	0.138534	0.007645986	1363146.0	71602615.0	100.0	91.69758953635981	15.969772891674417	71602615.0	72965761	72965761	100.0
MHW219-RG	0.212539	0.007241316	979907.0	92104304.0	100.0	95.04857232296115	14.766521660051849	92104304.0	93084211	93084211	100.0
MHW220-RG	0.186721	0.007198559	986757.0	91231117.0	100.0	95.52561983867851	15.69881469279829	91231117.0	92217874	92217874	100.0
MHW221-RG	0.18497	0.007365295	959923.0	83954911.0	100.0	95.25255526743396	15.268911427944937	83954911.0	84914834	84914834	100.0
MHW222-RG	0.181648	0.007427394	1081721.0	93038979.0	100.0	95.13827747400366	15.725458466176848	93038979.0	94120700	94120700	100.0
MHW223-RG	0.182848	0.007518896	937478.0	76428782.0	100.0	94.95718510861523	16.46375837835542	76428782.0	77366260	77366260	100.0
MHW224-RG	0.203963	0.007499082	1130889.0	93647763.0	100.0	94.71104611436367	16.178850956642712	93647763.0	94778652	94778652	100.0
MHW225-RG	0.205962	0.00710385	1085760.0	107042083.0	100.0	95.41138320337058	15.397472225946874	107042083.0	108127843	108127843	100.0
MHW226-RG	0.223105	0.007226223	1134112.0	104661210.0	100.0	94.9538897935539	15.253241387138559	104661210.0	105795322	105795322	100.0
MHW227-RG	0.210132	0.007445048	1263041.0	106297730.0	100.0	95.20288344821662	16.30529927591116	106297730.0	107560771	107560771	100.0
MHW228-RG	0.200602	0.007282594	1179584.0	104933503.0	100.0	95.60552076489813	16.100348808521144	104933503.0	106113087	106113087	100.0
MHW229-RG	0.179734	0.007347816	1184687.0	100783760.0	100.0	95.49538536764256	16.036700754169125	100783760.0	101968447	101968447	100.0
MHW230-RG	0.200571	0.007319902	1192867.0	101978668.0	100.0	95.04939013323846	16.219247931341876	101978668.0	103171535	103171535	100.0
MHW231-RG	0.175397	0.007257186	1037369.0	87902735.0	100.0	95.60005613022166	16.521748726020867	87902735.0	88940104	88940104	100.0
MHW232-RG	0.183154	0.007222983	1079157.0	98022972.0	100.0	95.63190554965014	16.1660166761726	98022972.0	99102129	99102129	100.0
MHW233-RG	0.168652	0.007340567	1070614.0	90644479.0	100.0	95.2455140704157	17.142836686170373	90644479.0	91715093	91715093	100.0
MHW234-RG	0.164702	0.007570256	1194049.0	100884023.0	100.0	95.33998460786997	16.289131332520316	100884023.0	102078072	102078072	100.0
MHW235-RG	0.190961	0.007395848	1100298.0	87906906.0	100.0	94.83450367369318	15.91908603858723	87906906.0	89007204	89007204	100.0
MHW236-RG	0.177338	0.007236352	1319871.0	99170374.0	100.0	95.07805022495933	16.775705615469395	99170374.0	100490245	100490245	100.0
MHW237-RG	0.174925	0.007195501	1042479.0	91244066.0	100.0	95.30960402400305	16.509726780479074	91244066.0	92286545	92286545	100.0
MHW238-RG	0.178198	0.007347858	1165514.0	92375787.0	100.0	94.78943654358257	16.237061125119293	92375787.0	93541301	93541301	100.0
MHW239-RG	0.173828	0.00758612	865786.0	67012085.0	100.0	95.04810363682908	16.463090202312017	67012085.0	67877871	67877871	100.0
MHW240-RG	0.204031	0.007377434	973569.0	89047186.0	100.0	95.00818139272812	15.356751419410378	89047186.0	90020755	90020755	100.0
MHW241-RG	0.185575	0.007345913	1006289.0	87856171.0	100.0	95.16281787422763	16.414645477777537	87856171.0	88862460	88862460	100.0
MHW258-RG	0.163633	0.007334189	929948.0	81368226.0	100.0	95.7736819775326	16.73596890265249	81368226.0	82298174	82298174	100.0
MHW260-RG	0.168035	0.00756443	1059932.0	88703769.0	100.0	95.21843880162521	17.077618201319044	88703769.0	89763701	89763701	100.0
MHW263-RG	0.150712	0.007432251	887936.0	80026083.0	100.0	95.81491824359316	17.3126141885515	80026083.0	80914019	80914019	100.0
MHW265-RG	0.148011	0.007929106	1091633.0	80837548.0	100.0	95.33346558210796	19.83709105080723	80837548.0	81929181	81929181	100.0
MHW267-RG	0.174258	0.007585253	964047.0	78362114.0	100.0	95.22159139300402	16.771970955250133	78362114.0	79326161	79326161	100.0
MHW268-RG	0.190154	0.007390079	1118277.0	96881160.0	100.0	95.2501208697336	16.019231190047684	96881160.0	97999437	97999437	100.0
MHW269-RG	0.146553	0.007613552	971448.0	76351301.0	100.0	95.50547671741704	17.01777419614631	76351301.0	77322749	77322749	100.0
MHW270-RG	0.138987	0.007682963	912199.0	76814119.0	100.0	95.71674186616656	18.56775835702809	76814119.0	77726318	77726318	100.0
MHW271-RG	0.139176	0.007439874	785923.0	67199893.0	100.0	96.07930774532633	17.617990850074715	67199893.0	67985816	67985816	100.0
MHW272-RG	0.142913	0.007611905	977777.0	76306815.0	100.0	95.50617726608036	17.897423709795778	76306815.0	77284592	77284592	100.0
MHW273-RG	0.195387	0.007223991	940440.0	87479381.0	100.0	95.15295952997198	16.05015700785537	87479381.0	88419821	88419821	100.0
MHW274-RG	0.178853	0.007195897	957340.0	88034271.0	100.0	95.58359607476048	16.051252358300324	88034271.0	88991611	88991611	100.0
MHW275-RG	0.187584	0.007397053	978770.0	83010376.0	100.0	95.25827951917721	17.062765743887244	83010376.0	83989146	83989146	100.0
MHW276-RG	0.162324	0.00771301	1037369.0	82395001.0	100.0	95.5755993012246	18.301374861321985	82395001.0	83432370	83432370	100.0
MHW277-RG	0.187462	0.007211707	921976.0	86262811.0	100.0	95.36232710988284	16.017408706980348	86262811.0	87184787	87184787	100.0
MHW278-RG	0.159895	0.007167041	885438.0	80639322.0	100.0	95.61989868912836	16.020250021447353	80639322.0	81524760	81524760	100.0
MHW279-RG	0.151321	0.007566801	792209.0	66754260.0	100.0	95.5004819168095	17.52138964614393	66754260.0	67546469	67546469	100.0
MHW280-RG	0.182056	0.007179887	928221.0	84691519.0	100.0	95.60290918858121	16.403914068420473	84691519.0	85619740	85619740	100.0
MHW281-RG	0.208545	0.007183591	969665.0	90831771.0	100.0	95.25801715349137	15.886257463811864	90831771.0	91801436	91801436	100.0
MHW282-RG	0.17444	0.007366045	1050789.0	90592021.0	100.0	95.67947490651521	17.848709876998992	90592021.0	91642810	91642810	100.0
MHW283-RG	0.194143	0.007475808	1089127.0	88948054.0	100.0	95.26972450684531	17.072788349028976	88948054.0	90037181	90037181	100.0
MHW284-RG	0.180652	0.007153839	949272.0	84467775.0	100.0	95.60123964434958	16.578694064097224	84467775.0	85417047	85417047	100.0
MHW285-RG	0.18983	0.007173558	914366.0	84011842.0	100.0	95.37656131858174	15.97613226954362	84011842.0	84926208	84926208	100.0
MHW286-RG	0.201473	0.007379031	974036.0	87136516.0	100.0	95.0871939842075	15.833467567144869	87136516.0	88110552	88110552	100.0
MHW287-RG	0.173715	0.0073083	808025.0	73895147.0	100.0	95.68604823263969	17.739733300753837	73895147.0	74703172	74703172	100.0
MHW288-RG	0.174499	0.007451706	1037709.0	87094513.0	100.0	95.52317951419053	16.858096445180195	87094513.0	88132222	88132222	100.0
MHW289-RG	0.154205	0.007383206	1173806.0	76034841.0	100.0	91.08885228023296	15.100172301274359	76034841.0	77208647	77208647	100.0
MHW290-RG	0.159704	0.007420108	1364349.0	79977546.0	100.0	89.99543946997323	14.96191068428131	79977546.0	81341895	81341895	100.0
MHW291-RG	0.160892	0.007398208	1360709.0	68518334.0	100.0	87.63847644048089	15.253120427592417	68518334.0	69879043	69879043	100.0
MHW292-RG	0.152101	0.007421599	1298923.0	93690930.0	100.0	92.57852174164564	14.562006162175997	93690930.0	94989853	94989853	100.0
MHW293-RG	0.155012	0.007446072	1577169.0	91515358.0	100.0	89.56312010493365	15.346034050372179	91515358.0	93092527	93092527	100.0
MHW294-RG	0.155565	0.007463467	1512038.0	96763082.0	100.0	91.04939836455395	15.594076468130686	96763082.0	98275120	98275120	100.0
MHW295-RG	0.165798	0.007437284	1472057.0	102175618.0	100.0	92.56463317892532	14.99334900034566	102175618.0	103647675	103647675	100.0
MHW296-RG	0.160765	0.007435939	2590668.0	112333874.0	100.0	84.84233883004872	15.61827557019889	112333874.0	114924542	114924542	100.0
MHW297-RG	0.156379	0.0316007	4569496.0	97786790.0	100.0	86.06914901286768	17.539214652613097	97786790.0	102356286	102356286	100.0
MHW298-RG	0.148781	0.007654649	1357267.0	97928009.0	100.0	93.1715828103888	14.981027542385755	97928009.0	99285276	99285276	100.0
MHW299-RG	0.155395	0.007477584	1984676.0	89102996.0	100.0	86.07741539914102	16.292073950016224	89102996.0	91087672	91087672	100.0
MHW300-RG	0.162028	0.007413242	1883242.0	105470904.0	100.0	89.21727455754053	14.723818997512335	105470904.0	107354146	107354146	100.0
MHW301-RG	0.157601	0.007655962	1768800.0	102585751.0	100.0	90.19744077323175	15.102704663145664	102585751.0	104354551	104354551	100.0
MHW302-RG	0.149917	0.007702597	1268090.0	95665039.0	100.0	94.01512500298045	14.703224027327266	95665039.0	96933129	96933129	100.0
MHW303-RG	0.15165	0.007450363	1263999.0	102773200.0	100.0	94.5347756029782	14.123723889107275	102773200.0	104037199	104037199	100.0
MHW304-RG	0.144733	0.07187804	6264769.0	94437292.0	100.0	85.43210874788744	14.295238368334406	94437292.0	100702061	100702061	100.0
MHW305-RG	0.139851	0.00758109	1181664.0	95665048.0	100.0	94.36231088286289	14.120511390952315	95665048.0	96846712	96846712	100.0
MHW306-RG	0.146321	0.007731905	1228195.0	94259437.0	100.0	94.01672534920827	14.70771674564532	94259437.0	95487632	95487632	100.0
MHW307-RG	0.145561	0.007509041	1539339.0	108577640.0	100.0	93.02402225725297	15.421176035876263	108577640.0	110116979	110116979	100.0
MHW308-RG	0.149476	0.007218256	1207023.0	81839419.0	100.0	92.0292628177138	15.015849513789925	81839419.0	83046442	83046442	100.0
MHW309-RG	0.159411	0.007482108	1419506.0	89082138.0	100.0	91.33577822301481	15.388014149368532	89082138.0	90501644	90501644	100.0
MHW310-RG	0.155717	0.007438323	1142915.0	88337190.0	100.0	93.60879828756156	15.509823212624262	88337190.0	89480105	89480105	100.0
MHW311-RG	0.240366	0.008241833	966758.0	71168554.0	100.0	95.3132390465598	18.27843235370498	71168554.0	72135312	72135312	100.0
MHW312-RG	0.225636	0.00714795	1099262.0	111480822.0	100.0	94.94722599013488	13.722641011742809	111480822.0	112580084	112580084	100.0
MHW313-RG	0.212674	0.007287091	981220.0	90245611.0	100.0	94.87005855608868	14.356417842857756	90245611.0	91226831	91226831	100.0
MHW314-RG	0.21991	0.007404355	991955.0	89494254.0	100.0	94.87859187026689	14.537792560402815	89494254.0	90486209	90486209	100.0
MHW315-RG	0.183671	0.007189677	898745.0	83912650.0	100.0	95.29297668468342	14.515151172081922	83912650.0	84811395	84811395	100.0
MHW316-RG	0.199985	0.007009995	784564.0	81353917.0	100.0	95.5437462218322	12.951747609153227	81353917.0	82138481	82138481	100.0
MHW317-RG	0.195945	0.007381679	854675.0	78435253.0	100.0	95.07531262760126	14.35309706975765	78435253.0	79289928	79289928	100.0
MHW318-RG	0.205573	0.007054221	841346.0	84346911.0	100.0	95.40557804185622	13.461089286364025	84346911.0	85188257	85188257	100.0
MHW319-RG	0.210298	0.00704493	1008619.0	97492079.0	100.0	95.60352077423644	13.781382177725435	97492079.0	98500698	98500698	100.0
MHW320-RG	0.24341	0.007081865	1110687.0	111049256.0	100.0	95.07148071302703	13.652806462746586	111049256.0	112159943	112159943	100.0
MHW321-RG	0.248129	0.00733149	1880005.0	169430490.0	100.0	94.58616686996537	15.391208512706303	169430490.0	171310495	171310495	100.0
MHW322-RG	0.204175	0.007302367	1168401.0	99944430.0	100.0	95.26731804863962	16.96541167927017	99944430.0	101112831	101112831	100.0
MHW323-RG	0.217645	0.007191116	1140953.0	107517408.0	100.0	95.13127957846604	14.70020092002218	107517408.0	108658361	108658361	100.0
MHW324-RG	0.231068	0.007261386	1078051.0	101696269.0	100.0	94.71474710640564	14.715453327004552	101696269.0	102774320	102774320	100.0
MHW325-RG	0.234433	0.007154404	1010012.0	98014878.0	100.0	94.93055941976482	13.900418260990948	98014878.0	99024890	99024890	100.0
MHW326-RG	0.268439	0.007250335	925903.0	86114640.0	100.0	94.7482727675573	13.02263703361008	86114640.0	87040543	87040543	100.0
MHW327-RG	0.252783	0.007424773	969800.0	86759052.0	100.0	94.8240582435133	14.801670493126181	86759052.0	87728852	87728852	100.0
MHW328-RG	0.255597	0.03156509	3888186.0	88326605.0	100.0	87.6773334602864	17.19696573869221	88326605.0	92214791	92214791	100.0
MHW329-RG	0.255857	0.007147318	1078645.0	101997254.0	100.0	95.07675765467177	14.616368985776813	101997254.0	103075899	103075899	100.0
MHW330-RG	0.233753	0.007260084	1020293.0	88784006.0	100.0	94.87804368728304	16.14869124062728	88784006.0	89804299	89804299	100.0
MHW331-RG	0.20109	0.007287	990661.0	85395077.0	100.0	95.35332581291543	15.63595404920122	85395077.0	86385738	86385738	100.0
MHW332-RG	0.275024	0.007207567	870983.0	84923269.0	100.0	94.47255969385728	14.599193066861332	84923269.0	85794252	85794252	100.0
MHW333-RG	0.25145	0.007038256	836599.0	82094953.0	100.0	95.1362552092575	13.51051385582741	82094953.0	82931552	82931552	100.0
MHW334-RG	0.233882	0.007216408	1003731.0	91465754.0	100.0	94.93104708894654	15.070857011685487	91465754.0	92469485	92469485	100.0
MHW335-RG	0.142415	0.03127342	4930903.0	84297413.0	100.0	82.7846496309442	18.447384619027396	84297413.0	89228316	89228316	100.0
MHW336-RG	0.152175	0.007372189	1639743.0	90653805.0	100.0	91.1473666218423	15.014419968362056	90653805.0	92293548	92293548	100.0
MHW337-RG	0.134033	0.007447897	1137944.0	76931718.0	100.0	93.02323912745585	15.22896186979732	76931718.0	78069662	78069662	100.0
MHW338-RG	0.130252	0.007438218	1451930.0	87762173.0	100.0	91.38420034335294	15.409448669872837	87762173.0	89214103	89214103	100.0
MHW339-RG	0.120027	0.007493048	1345515.0	83688593.0	100.0	93.37330835517811	15.997710703536383	83688593.0	85034108	85034108	100.0
MHW340-RG	0.144919	0.007217564	3576867.0	90295167.0	100.0	81.81649855080283	15.553351820037056	90295167.0	93872034	93872034	100.0
MHW341-RG	0.127723	0.007209101	1543048.0	94557466.0	100.0	92.3028880659725	14.86410602416101	94557466.0	96100514	96100514	100.0
MHW342-RG	0.135812	0.007434019	1587152.0	99570612.0	100.0	91.95272597099232	15.461001685919134	99570612.0	101157764	101157764	100.0
MHW343-RG	0.131242	0.007318762	4862873.0	97014840.0	100.0	82.18987734247668	16.915527562587332	97014840.0	101877713	101877713	100.0
MHW344-RG	0.129969	0.007303066	2033622.0	105973338.0	100.0	91.7404602278358	15.763660289723061	105973338.0	108006960	108006960	100.0
MHW345-RG	0.198481	0.00729929	1044036.0	93778816.0	100.0	95.11168492466359	14.752924583735414	93778816.0	94822852	94822852	100.0
MHW347-RG	0.183906	0.00709868	909829.0	82464101.0	100.0	95.46782302277205	14.934394300860687	82464101.0	83373930	83373930	100.0
MHW348-RG	0.211003	0.007307722	923783.0	81879226.0	100.0	94.92920951646514	15.104413664095945	81879226.0	82803009	82803009	100.0
MHW349-RG	0.20251	0.007186362	829449.0	73525584.0	100.0	95.2238339242569	14.698874068106688	73525584.0	74355033	74355033	100.0
MHW350-RG	0.181162	0.007133537	900689.0	78736055.0	100.0	95.53244190352184	15.265644182960397	78736055.0	79636744	79636744	100.0
MHW351-RG	0.221693	0.007107321	900890.0	85150104.0	100.0	95.18305696960746	14.649251632153026	85150104.0	86050994	86050994	100.0
MHW352-RG	0.200258	0.007162269	933814.0	85262570.0	100.0	95.36919893453833	15.262269246634249	85262570.0	86196384	86196384	100.0
MHW353-RG	0.192682	0.00716462	817871.0	75716366.0	100.0	95.35350917396114	14.642946546061125	75716366.0	76534237	76534237	100.0
MHW407-RG	0.199224	0.007126118	913665.0	86413114.0	100.0	95.16055398721079	14.292551706908746	86413114.0	87326779	87326779	100.0
MHW410-RG	0.208679	0.007000271	905044.0	88130807.0	100.0	95.3603159449113	14.256144278810472	88130807.0	89035851	89035851	100.0
MHW419-RG	0.206581	0.007217776	926317.0	85427771.0	100.0	95.1999157276385	14.916156480308961	85427771.0	86354088	86354088	100.0
MHW420-RG	0.196261	0.00723824	811196.0	73205491.0	100.0	95.38760145738247	16.790431745072237	73205491.0	74016687	74016687	100.0
MHW421-RG	0.207488	0.007540298	877972.0	71208951.0	100.0	95.03924302999492	15.814944388100871	71208951.0	72086923	72086923	100.0
MHW422-RG	0.208336	0.007329291	917450.0	79129665.0	100.0	95.31237621187958	15.476400664655918	79129665.0	80047115	80047115	100.0
MHW424-RG	0.192483	0.007238356	779512.0	66570396.0	100.0	95.282287339856	15.657417750677045	66570396.0	67349908	67349908	100.0
MHW425-RG	0.197462	0.007345429	821174.0	69059068.0	100.0	94.99429097421356	15.725426529069289	69059068.0	69880242	69880242	100.0
MHW426-RG	0.213831	0.007248838	849241.0	70099611.0	100.0	94.75353579351533	15.500478312212032	70099611.0	70948852	70948852	100.0
MHW427-RG	0.192189	0.0072141	868482.0	72441500.0	100.0	95.09443067854751	15.767609726468946	72441500.0	73309982	73309982	100.0
MHW429-RG	0.186523	0.007392759	1066231.0	88419054.0	100.0	95.02310893305871	16.35258730544663	88419054.0	89485285	89485285	100.0
MHW431-RG	0.182678	0.007357685	908653.0	76837326.0	100.0	95.27686843240744	16.53507827693015	76837326.0	77745979	77745979	100.0
MHW432-RG	0.195019	0.00724369	968316.0	83157437.0	100.0	95.09015531587391	16.195060220530845	83157437.0	84125753	84125753	100.0
