Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
MHW045-RG	83630051.0	0.0	83630051.0	1.0	41936133.0	41693918.0	83630051.0	82473832.0	0.0	79893914.0	83630051.0	0.0	13077612.0	0.0	924774.0	0.0	11950867319.0	6008173525.0	5942693794.0	11950867319.0	11320585525.0	0.0	0.0	82609231.0	0.007297258	142.0	143.0	143.0	150.0	150.0	150.0	39.4	245.1	104.5	36949119.0	3122347.0	40728.0	1124722.0	95.5	100.0	98.61745988891003	0.0	95.53254248284507	100.0	0.0	15.637455488338755	0.0
MHW046-RG	100651726.0	0.0	100651726.0	1.0	50491595.0	50160131.0	100651726.0	98996176.0	0.0	95414630.0	100651726.0	0.0	15532433.0	0.0	1098682.0	0.0	14556330301.0	7324817805.0	7231512496.0	14556330301.0	13853569668.0	0.0	0.0	100667252.0	0.007266521	144.0	145.0	144.0	150.0	150.0	150.0	39.4	277.8	108.0	45708029.0	2177345.0	59400.0	1553314.0	94.8	100.0	98.35516978615945	0.0	94.79681451264929	100.0	0.0	15.431859558970704	0.0
MHW047-RG	97608921.0	0.0	97608921.0	1.0	49030000.0	48578921.0	97608921.0	95976660.0	0.0	90752296.0	97608921.0	0.0	16298975.0	0.0	1670419.0	0.0	13969309870.0	7033621397.0	6935688473.0	13969309870.0	13093526015.0	0.0	0.0	99078153.0	0.007566958	143.0	143.0	143.0	150.0	150.0	150.0	39.4	225.0	93.6	41579108.0	3961535.0	70988.0	2376699.0	93.0	100.0	98.32775428385281	0.0	92.97541154050867	100.0	0.0	16.698243186194016	0.0
MHW048-RG	91077396.0	0.0	91077396.0	1.0	45682143.0	45395253.0	91077396.0	89474436.0	0.0	84989886.0	91077396.0	0.0	15030753.0	0.0	1527027.0	0.0	13034635118.0	6552427406.0	6482207712.0	13034635118.0	12176478165.0	0.0	0.0	92755601.0	0.007617605	143.0	143.0	143.0	150.0	150.0	150.0	39.5	214.8	89.0	38669206.0	3980690.0	61370.0	2025952.0	93.3	100.0	98.2400023821498	0.0	93.31611325383085	100.0	0.0	16.503274863062618	0.0
MHW049-RG	83071503.0	0.0	83071503.0	1.0	41702963.0	41368540.0	83071503.0	81689544.0	0.0	77956718.0	83071503.0	0.0	13554502.0	0.0	1252709.0	0.0	11936388875.0	6007357816.0	5929031059.0	11936388875.0	11190474497.0	0.0	0.0	84507468.0	0.007551732	143.0	144.0	143.0	150.0	150.0	150.0	39.4	225.1	90.5	36072667.0	3041081.0	53336.0	1677688.0	93.8	100.0	98.33642229875147	0.0	93.84291265321153	100.0	0.0	16.3166687859253	0.0
MHW050-RG	80812795.0	0.0	80812795.0	1.0	40695559.0	40117236.0	80812795.0	79151334.0	0.0	74316628.0	80812795.0	0.0	13204885.0	0.0	1508477.0	0.0	11622850129.0	5868360061.0	5754490068.0	11622850129.0	10897737109.0	0.0	0.0	81378911.0	0.007467506	143.0	144.0	143.0	150.0	150.0	150.0	39.4	225.2	87.0	34601981.0	2698901.0	64805.0	2209980.0	92.0	100.0	97.94406195207084	0.0	91.9614622907177	100.0	0.0	16.34009193717406	0.0
MHW051-RG	95842641.0	0.0	95842641.0	1.0	48183835.0	47658806.0	95842641.0	93605014.0	0.0	82250542.0	95842641.0	0.0	15994518.0	0.0	2628420.0	0.0	13775572069.0	6943674912.0	6831897157.0	13775572069.0	12892072854.0	0.0	0.0	95317200.0	0.007393473	143.0	144.0	143.0	150.0	150.0	150.0	39.4	239.8	104.4	38112681.0	3246742.0	138754.0	5304330.0	85.8	100.0	97.66531162262109	0.0	85.81831754824036	100.0	0.0	16.688310999276407	0.0
MHW052-RG	91005225.0	0.0	91005225.0	1.0	45728041.0	45277184.0	91005225.0	89052712.0	0.0	83364188.0	91005225.0	0.0	14088367.0	0.0	1513943.0	0.0	13139884901.0	6623989448.0	6515895453.0	13139884901.0	12417085393.0	0.0	0.0	91715377.0	0.007386224	144.0	145.0	144.0	150.0	150.0	150.0	39.4	255.2	99.3	39528425.0	2327279.0	77338.0	2593314.0	91.6	100.0	97.85450450784556	0.0	91.60373813701355	100.0	0.0	15.480833106011222	0.0
MHW053-RG	92792865.0	0.0	92792865.0	1.0	46644744.0	46148121.0	92792865.0	91027058.0	0.0	85913676.0	92792865.0	0.0	15434318.0	0.0	1525916.0	0.0	13365225473.0	6737221671.0	6628003802.0	13365225473.0	12581958434.0	0.0	0.0	95258862.0	0.007571068	144.0	144.0	144.0	150.0	150.0	150.0	39.4	238.9	95.1	40312145.0	2810188.0	71412.0	2319784.0	92.6	100.0	98.09704442254261	0.0	92.5865108270986	100.0	0.0	16.633087037457027	0.0
MHW054-RG	99014019.0	0.0	99014019.0	1.0	49770406.0	49243613.0	99014019.0	97201854.0	0.0	93069184.0	99014019.0	0.0	15268148.0	0.0	1306435.0	0.0	14306339029.0	7213960563.0	7092378466.0	14306339029.0	13529849163.0	0.0	0.0	101025763.0	0.00746688	144.0	145.0	144.0	150.0	150.0	150.0	39.4	256.0	99.9	44326886.0	2381560.0	63807.0	1828674.0	94.0	100.0	98.16978947193327	0.0	93.99596636916637	100.0	0.0	15.420188125077521	0.0
MHW055-RG	88737034.0	0.0	88737034.0	1.0	44561665.0	44175369.0	88737034.0	87357496.0	0.0	83861730.0	88737034.0	0.0	14677946.0	0.0	1153016.0	0.0	12815083298.0	6450956261.0	6364127037.0	12815083298.0	12039425859.0	0.0	0.0	89272706.0	0.00741503	144.0	145.0	144.0	150.0	150.0	150.0	39.4	225.4	89.3	39357092.0	2710027.0	49842.0	1561787.0	94.5	100.0	98.44536386014434	0.0	94.50589705308383	100.0	0.0	16.540947266729695	0.0
MHW056-RG	97958843.0	0.0	97958843.0	1.0	49244130.0	48714713.0	97958843.0	95860880.0	0.0	88988838.0	97958843.0	0.0	15450387.0	0.0	1636338.0	0.0	14138880372.0	7128255055.0	7010625317.0	14138880372.0	13319329194.0	0.0	0.0	98366886.0	0.007385273	144.0	145.0	144.0	150.0	150.0	150.0	39.4	248.1	103.2	42011039.0	2665208.0	91924.0	3162269.0	90.8	100.0	97.85832198936853	0.0	90.84308805076434	100.0	0.0	15.772324914045791	0.0
MHW057-RG	91469720.0	0.0	91469720.0	1.0	45964813.0	45504907.0	91469720.0	89759662.0	0.0	84783572.0	91469720.0	0.0	14240913.0	0.0	1329987.0	0.0	13193625476.0	6648502337.0	6545123139.0	13193625476.0	12409325539.0	0.0	0.0	90955333.0	0.007329595	144.0	145.0	144.0	150.0	150.0	150.0	39.4	236.7	97.1	39825178.0	2718163.0	67455.0	2269035.0	92.7	100.0	98.13046546988447	0.0	92.69031543990732	100.0	0.0	15.56899157447951	0.0
MHW058-RG	93356478.0	0.0	93356478.0	1.0	47045248.0	46311230.0	93356478.0	91140678.0	0.0	82620950.0	93356478.0	0.0	15480764.0	0.0	1881924.0	0.0	13465142433.0	6804830427.0	6660312006.0	13465142433.0	12646741665.0	0.0	0.0	92794970.0	0.00733746	144.0	145.0	144.0	150.0	150.0	150.0	39.4	235.3	97.0	38797865.0	2708613.0	107312.0	3956549.0	88.5	100.0	97.62651714431644	0.0	88.50050020096089	100.0	0.0	16.58242077212896	0.0
MHW059-RG	97904099.0	0.0	97904099.0	1.0	49229993.0	48674106.0	97904099.0	95612576.0	0.0	83526256.0	97904099.0	0.0	16024557.0	0.0	2685716.0	0.0	14068909040.0	7097044480.0	6971864560.0	14068909040.0	13143873918.0	0.0	0.0	97982439.0	0.007454609	143.0	144.0	143.0	150.0	150.0	150.0	39.4	232.1	103.1	38382029.0	3614431.0	146725.0	5663103.0	85.3	100.0	97.65942077665206	0.0	85.31436053560945	100.0	0.0	16.367605813930222	0.0
MHW060-RG	96100838.0	0.0	96100838.0	1.0	48307508.0	47793330.0	96100838.0	94214920.0	0.0	89386390.0	96100838.0	0.0	14664820.0	0.0	1341694.0	0.0	13876323116.0	7001532050.0	6874791066.0	13876323116.0	13064039602.0	0.0	0.0	97639287.0	0.007473897	144.0	145.0	144.0	150.0	150.0	150.0	39.4	243.5	97.8	42249454.0	2606762.0	68903.0	2182341.0	93.0	100.0	98.03756341854168	0.0	93.01312232053586	100.0	0.0	15.259825309743919	0.0
MHW061-RG	95213619.0	0.0	95213619.0	1.0	47898399.0	47315220.0	95213619.0	93014554.0	0.0	83014176.0	95213619.0	0.0	15666604.0	0.0	2094601.0	0.0	13722539271.0	6926390002.0	6796149269.0	13722539271.0	12880514267.0	0.0	0.0	95320630.0	0.007400375	144.0	145.0	144.0	150.0	150.0	150.0	39.4	238.5	102.2	38774698.0	2941149.0	123110.0	4668320.0	87.2	100.0	97.69038817860711	0.0	87.1872919776319	100.0	0.0	16.454162928099603	0.0
MHW062-RG	102064703.0	0.0	102064703.0	1.0	51308805.0	50755898.0	102064703.0	100101074.0	0.0	92634316.0	102064703.0	0.0	16622206.0	0.0	1785996.0	0.0	14713256567.0	7420237141.0	7293019426.0	14713256567.0	13824384105.0	0.0	0.0	101888163.0	0.007370177	144.0	145.0	144.0	150.0	150.0	150.0	39.4	233.0	97.5	43315210.0	3191075.0	96621.0	3447631.0	90.8	100.0	98.07609394601383	0.0	90.76038363625082	100.0	0.0	16.28594951185034	0.0
MHW063-RG	94052039.0	0.0	94052039.0	1.0	47293767.0	46758272.0	94052039.0	92116514.0	0.0	84914740.0	94052039.0	0.0	14960133.0	0.0	1683516.0	0.0	13573491431.0	6848318676.0	6725172755.0	13573491431.0	12773361657.0	0.0	0.0	96331778.0	0.007541615	144.0	145.0	144.0	150.0	150.0	150.0	39.4	244.5	102.6	39993747.0	2646610.0	94165.0	3323735.0	90.3	100.0	97.94207013417328	0.0	90.28484751936107	100.0	0.0	15.90622931630435	0.0
MHW064-RG	94518648.0	0.0	94518648.0	1.0	47470900.0	47047748.0	94518648.0	92673260.0	0.0	87436170.0	94518648.0	0.0	15133132.0	0.0	1414639.0	0.0	13639313627.0	6872342243.0	6766971384.0	13639313627.0	12814478154.0	0.0	0.0	96044771.0	0.00749502	144.0	145.0	144.0	150.0	150.0	150.0	39.4	235.2	95.8	41128192.0	2750268.0	71510.0	2386660.0	92.5	100.0	98.04759374044369	0.0	92.50679294523975	100.0	0.0	16.010736844225704	0.0
MHW065-RG	100066435.0	0.0	100066435.0	1.0	50288562.0	49777873.0	100066435.0	98236904.0	0.0	93991776.0	100066435.0	0.0	15499961.0	0.0	1283784.0	0.0	14459577636.0	7293060576.0	7166517060.0	14459577636.0	13629968896.0	0.0	0.0	101702758.0	0.007461702	144.0	145.0	144.0	150.0	150.0	150.0	39.4	243.9	96.0	44594959.0	2562416.0	62300.0	1898777.0	93.9	100.0	98.17168364197245	0.0	93.92937402036956	100.0	0.0	15.489670437444882	0.0
MHW066-RG	93913222.0	0.0	93913222.0	1.0	47326777.0	46586445.0	93913222.0	91605600.0	0.0	82513300.0	93913222.0	0.0	15063763.0	0.0	1990119.0	0.0	13554701495.0	6855502897.0	6699198598.0	13554701495.0	12744877689.0	0.0	0.0	94937037.0	0.007449035	144.0	145.0	144.0	150.0	150.0	150.0	39.4	244.0	99.2	38989321.0	2472164.0	115105.0	4226210.0	87.9	100.0	97.54281457833488	0.0	87.86121724159352	100.0	0.0	16.04008751824104	0.0
MHW067-RG	86107996.0	0.0	86107996.0	1.0	43319832.0	42788164.0	86107996.0	83914086.0	0.0	73016984.0	86107996.0	0.0	13812801.0	0.0	2037294.0	0.0	12447834779.0	6281730616.0	6166104163.0	12447834779.0	11739673900.0	0.0	0.0	87437905.0	0.007448069	144.0	145.0	144.0	150.0	150.0	150.0	39.4	260.7	110.5	34590570.0	2140653.0	134956.0	5090864.0	84.8	100.0	97.45214137836862	0.0	84.79698447516999	100.0	0.0	16.041252429100776	0.0
MHW068-RG	84013400.0	0.0	84013400.0	1.0	42245895.0	41767505.0	84013400.0	82229010.0	0.0	76675592.0	84013400.0	0.0	13525975.0	0.0	1390846.0	0.0	12131113075.0	6120902327.0	6010210748.0	12131113075.0	11438590328.0	0.0	0.0	86681973.0	0.00757803	144.0	145.0	144.0	150.0	150.0	150.0	39.4	250.2	101.2	36310746.0	2182826.0	75114.0	2545819.0	91.3	100.0	97.87606500867719	0.0	91.26590758140964	100.0	0.0	16.099782891776787	0.0
MHW069-RG	72620549.0	0.0	72620549.0	1.0	36594595.0	36025954.0	72620549.0	70912688.0	0.0	64901848.0	72620549.0	0.0	11663832.0	0.0	1347945.0	0.0	10484327525.0	5300486638.0	5183840887.0	10484327525.0	9859926406.0	0.0	0.0	75306273.0	0.00763761	144.0	145.0	144.0	150.0	150.0	150.0	39.4	245.6	102.4	30603426.0	1991596.0	77237.0	2784085.0	89.4	100.0	97.6482400318951	0.0	89.37118886281071	100.0	0.0	16.061338230863555	0.0
MHW070-RG	66708199.0	0.0	66708199.0	1.0	33662983.0	33045216.0	66708199.0	64943864.0	0.0	59150360.0	66708199.0	0.0	11336979.0	0.0	1440976.0	0.0	9596761643.0	4858507899.0	4738253744.0	9596761643.0	8984542498.0	0.0	0.0	69366288.0	0.007720626	143.0	144.0	143.0	150.0	150.0	150.0	39.4	233.0	97.7	27574604.0	2138478.0	73315.0	2685535.0	88.7	100.0	97.35514520486454	0.0	88.67029973332063	100.0	0.0	16.99488094409504	0.0
MHW071-RG	64213242.0	0.0	64213242.0	1.0	32401179.0	31812063.0	64213242.0	61609158.0	0.0	53512080.0	64213242.0	0.0	9949889.0	0.0	4291441.0	0.0	9234267973.0	4673016188.0	4561251785.0	9234267973.0	7039059133.0	0.0	0.0	488071025.0	0.06933754	143.0	144.0	143.0	150.0	150.0	150.0	39.4	296.2	821.0	23529319.0	3601191.0	128569.0	3545500.0	83.3	100.0	95.94463085978434	0.0	83.33496072352179	100.0	0.0	15.495073430492731	0.0
MHW072-RG	72997853.0	0.0	72997853.0	1.0	36815876.0	36181977.0	72997853.0	70751556.0	0.0	58763222.0	72997853.0	0.0	12026443.0	0.0	2203508.0	0.0	10537924478.0	5331854137.0	5206070341.0	10537924478.0	9872400966.0	0.0	0.0	73167441.0	0.007411311	144.0	145.0	144.0	150.0	150.0	150.0	39.4	327.2	788.3	27605716.0	1984744.0	142476.0	5642842.0	80.5	100.0	96.92279031823033	0.0	80.49993196375242	100.0	0.0	16.475063999485027	0.0
MHW073-RG	64743530.0	0.0	64743530.0	1.0	32552383.0	32191147.0	64743530.0	63514478.0	0.0	59748746.0	64743530.0	0.0	10159101.0	0.0	993717.0	0.0	9325591253.0	4700549363.0	4625041890.0	9325591253.0	8768858908.0	0.0	0.0	64978694.0	0.007410165	144.0	144.0	144.0	150.0	150.0	150.0	39.4	238.4	97.0	28060508.0	1927537.0	50996.0	1718198.0	92.3	100.0	98.10166050569067	0.0	92.28527699987937	100.0	0.0	15.691299192367175	0.0
MHW074-RG	88165831.0	0.0	88165831.0	1.0	44340752.0	43825079.0	88165831.0	86249116.0	0.0	78497190.0	88165831.0	0.0	13693660.0	0.0	1679464.0	0.0	12738890348.0	6424765171.0	6314125177.0	12738890348.0	11982568562.0	0.0	0.0	88596405.0	0.007393775	144.0	145.0	144.0	150.0	150.0	150.0	39.4	245.0	102.3	37057137.0	2374942.0	97505.0	3594974.0	89.0	100.0	97.82601153047602	0.0	89.0335735620753	100.0	0.0	15.531708650259304	0.0
MHW075-RG	67047762.0	0.0	67047762.0	1.0	33722505.0	33325257.0	67047762.0	65689258.0	0.0	61678924.0	67047762.0	0.0	10486363.0	0.0	996592.0	0.0	9693876648.0	4889058738.0	4804817910.0	9693876648.0	9157575969.0	0.0	0.0	67087788.0	0.007325933	144.0	145.0	144.0	150.0	150.0	150.0	39.4	252.8	100.1	29370061.0	1589013.0	54263.0	1831292.0	92.0	100.0	97.97382647910008	0.0	91.99251721481771	100.0	0.0	15.640138741692825	0.0
MHW076-RG	78681106.0	0.0	78681106.0	1.0	39626891.0	39054215.0	78681106.0	77012020.0	0.0	71440152.0	78681106.0	0.0	12639957.0	0.0	1418193.0	0.0	11338322792.0	5725225175.0	5613097617.0	11338322792.0	10630205106.0	0.0	0.0	78116954.0	0.007348584	144.0	144.0	144.0	150.0	150.0	150.0	39.4	230.4	93.3	33479460.0	2386446.0	72628.0	2567476.0	90.8	100.0	97.87866988041576	0.0	90.79708666016973	100.0	0.0	16.064793242738606	0.0
MHW077-RG	66926769.0	0.0	66926769.0	1.0	33685408.0	33241361.0	66926769.0	65668936.0	0.0	62182136.0	66926769.0	0.0	10745185.0	0.0	983838.0	0.0	9668205776.0	4876972349.0	4791233427.0	9668205776.0	9053993099.0	0.0	0.0	67466601.0	0.007451585	144.0	145.0	144.0	150.0	150.0	150.0	39.4	221.2	87.9	29305764.0	1918970.0	46827.0	1562907.0	92.9	100.0	98.12058311077291	0.0	92.91070961456394	100.0	0.0	16.055137817873742	0.0
MHW078-RG	65565255.0	0.0	65565255.0	1.0	32995406.0	32569849.0	65565255.0	63999444.0	0.0	60142128.0	65565255.0	0.0	10674094.0	0.0	1012684.0	0.0	9463182759.0	4774233520.0	4688949239.0	9463182759.0	8881583867.0	0.0	0.0	64498057.0	0.007261999	144.0	145.0	144.0	150.0	150.0	150.0	39.4	227.4	90.9	28341084.0	1840817.0	51175.0	1766646.0	91.7	100.0	97.61182809401107	0.0	91.72865719808456	100.0	0.0	16.280107505110745	0.0
MHW079-RG	78462730.0	0.0	78462730.0	1.0	39540502.0	38922228.0	78462730.0	76484748.0	0.0	67973926.0	78462730.0	0.0	12912401.0	0.0	1741886.0	0.0	11325230358.0	5723788333.0	5601442025.0	11325230358.0	10653996261.0	0.0	0.0	78753802.0	0.00739195	144.0	145.0	144.0	150.0	150.0	150.0	39.4	246.3	103.5	32037583.0	2130461.0	105688.0	3968642.0	86.6	100.0	97.47908083239011	0.0	86.63211947889144	100.0	0.0	16.456731750220772	0.0
MHW080-RG	67022931.0	0.0	67022931.0	1.0	33862526.0	33160405.0	67022931.0	65186960.0	0.0	58455884.0	67022931.0	0.0	10955367.0	0.0	1542593.0	0.0	9646612398.0	4888605158.0	4758007240.0	9646612398.0	9059155257.0	0.0	0.0	67147170.0	0.007412078	143.0	144.0	143.0	150.0	150.0	150.0	39.4	244.2	102.8	27434475.0	1942755.0	84904.0	3131346.0	87.2	100.0	97.26068231781746	0.0	87.21773746361525	100.0	0.0	16.345699653153037	0.0
MHW081-RG	67095112.0	0.0	67095112.0	1.0	33726398.0	33368714.0	67095112.0	65643946.0	0.0	58298300.0	67095112.0	0.0	10954932.0	0.0	1952062.0	0.0	9627927512.0	4852680351.0	4775247161.0	9627927512.0	8990280871.0	0.0	0.0	65482935.0	0.007283748	143.0	144.0	143.0	150.0	150.0	150.0	39.4	227.0	95.4	26890112.0	2416071.0	90841.0	3424949.0	86.9	100.0	97.83715093880461	0.0	86.88904193199647	100.0	0.0	16.32746659697058	0.0
MHW082-RG	73132557.0	0.0	73132557.0	1.0	36779124.0	36353433.0	73132557.0	71505034.0	0.0	64308924.0	73132557.0	0.0	11448511.0	0.0	1640343.0	0.0	10557957249.0	5326869541.0	5231087708.0	10557957249.0	9934883742.0	0.0	0.0	74705129.0	0.007519477	144.0	145.0	144.0	150.0	150.0	150.0	39.4	248.4	101.8	30276177.0	2047169.0	91661.0	3337510.0	87.9	100.0	97.77455750658356	0.0	87.9347402005922	100.0	0.0	15.654465630129682	0.0
MHW083-RG	73300855.0	0.0	73300855.0	1.0	36850583.0	36450272.0	73300855.0	71839448.0	0.0	66082432.0	73300855.0	0.0	11475280.0	0.0	1505099.0	0.0	10566646636.0	5327806272.0	5238840364.0	10566646636.0	9954051487.0	0.0	0.0	72700994.0	0.007303659	144.0	145.0	144.0	150.0	150.0	150.0	39.4	241.8	97.4	30981776.0	2209063.0	73979.0	2654906.0	90.2	100.0	98.00628928543875	0.0	90.15233451233277	100.0	0.0	15.655042495752609	0.0
MHW084-RG	78406096.0	0.0	78406096.0	1.0	39483174.0	38922922.0	78406096.0	76486598.0	0.0	68084146.0	78406096.0	0.0	12737960.0	0.0	1910824.0	0.0	11309938720.0	5713397850.0	5596540870.0	11309938720.0	10597288228.0	0.0	0.0	77929441.0	0.007353716	144.0	145.0	144.0	150.0	150.0	150.0	39.4	242.0	100.9	31947381.0	2279431.0	105370.0	3911117.0	86.8	100.0	97.55185107035555	0.0	86.83527107382059	100.0	0.0	16.24613473931925	0.0
MHW085-RG	65545010.0	0.0	65545010.0	1.0	32986300.0	32558710.0	65545010.0	64308424.0	0.0	60770958.0	65545010.0	0.0	10887355.0	0.0	1087346.0	0.0	9441632185.0	4765218480.0	4676413705.0	9441632185.0	8861085523.0	0.0	0.0	67554829.0	0.007623765	144.0	144.0	144.0	150.0	150.0	150.0	39.4	224.3	86.3	28322145.0	2178886.0	48435.0	1604746.0	92.7	100.0	98.1133788826945	0.0	92.71637612077564	100.0	0.0	16.610501699519155	0.0
MHW086-RG	69879935.0	0.0	69879935.0	1.0	35240112.0	34639823.0	69879935.0	67972008.0	0.0	59421144.0	69879935.0	0.0	11554144.0	0.0	1802323.0	0.0	10083131882.0	5100250201.0	4982881681.0	10083131882.0	9444811001.0	0.0	0.0	69296150.0	0.007336955	144.0	145.0	144.0	150.0	150.0	150.0	39.4	231.9	97.6	27845301.0	2035470.0	103897.0	4001336.0	85.0	100.0	97.26970696237768	0.0	85.03319872864793	100.0	0.0	16.534279832973514	0.0
MHW087-RG	84490728.0	0.0	84490728.0	1.0	42555912.0	41934816.0	84490728.0	82315712.0	0.0	71115704.0	84490728.0	0.0	14097472.0	0.0	2853397.0	0.0	12150401724.0	6138444409.0	6011957315.0	12150401724.0	11335737904.0	0.0	0.0	83930189.0	0.007404034	143.0	144.0	143.0	150.0	150.0	150.0	39.4	230.0	95.9	32980852.0	2799297.0	136570.0	5241137.0	84.2	100.0	97.42573409948604	0.0	84.16983222111661	100.0	0.0	16.68522965028778	0.0
MHW088-RG	75481447.0	0.0	75481447.0	1.0	38047850.0	37433597.0	75481447.0	73126842.0	0.0	59076828.0	75481447.0	0.0	12391176.0	0.0	2978646.0	0.0	10890621096.0	5506788393.0	5383832703.0	10890621096.0	10186799741.0	0.0	0.0	72702189.0	0.007136902	144.0	145.0	144.0	150.0	150.0	150.0	39.4	339.4	846.2	27699397.0	2078976.0	165954.0	6619094.0	78.3	100.0	96.88055132276412	0.0	78.26668717678399	100.0	0.0	16.41618767589339	0.0
MHW089-RG	73306024.0	0.0	73306024.0	1.0	36870518.0	36435506.0	73306024.0	71208342.0	0.0	56026210.0	73306024.0	0.0	12678932.0	0.0	4303552.0	0.0	10540031689.0	5317492343.0	5222539346.0	10540031689.0	9734193675.0	0.0	0.0	73321192.0	0.007532333	143.0	144.0	143.0	150.0	150.0	150.0	39.4	339.6	906.9	25854508.0	2422400.0	181713.0	7145550.0	76.4	100.0	97.13845890755172	0.0	76.42783899997086	100.0	0.0	17.295893718093343	0.0
MHW090-RG	66352949.0	0.0	66352949.0	1.0	33373887.0	32979062.0	66352949.0	64693174.0	0.0	54684940.0	66352949.0	0.0	10903887.0	0.0	2775418.0	0.0	9513835844.0	4801328223.0	4712507621.0	9513835844.0	8872399314.0	0.0	0.0	66945808.0	0.007545401	143.0	144.0	143.0	150.0	150.0	150.0	39.4	241.5	107.4	25271117.0	2267009.0	121963.0	4686498.0	82.4	100.0	97.49856634103783	0.0	82.41523673650134	100.0	0.0	16.433161094316997	0.0
MHW091-RG	66066779.0	0.0	66066779.0	1.0	33115967.0	32950812.0	66066779.0	65407730.0	0.0	63142430.0	66066779.0	0.0	12778537.0	0.0	895335.0	0.0	9250366690.0	4647061735.0	4603304955.0	9250366690.0	8608534165.0	0.0	0.0	66905382.0	0.007771983	140.0	140.0	140.0	150.0	150.0	150.0	39.4	186.5	80.3	27234990.0	4483851.0	29653.0	955371.0	95.6	100.0	99.00245023296807	0.0	95.57364677941995	100.0	0.0	19.341849554978303	0.0
MHW092-RG	67372368.0	0.0	67372368.0	1.0	33770236.0	33602132.0	67372368.0	66685258.0	0.0	63896424.0	67372368.0	0.0	14215886.0	0.0	1075270.0	0.0	9352360301.0	4698518030.0	4653842271.0	9352360301.0	8687055172.0	0.0	0.0	69491912.0	0.007999479	138.0	139.0	138.0	150.0	150.0	150.0	39.4	183.3	78.6	27254125.0	4815645.0	36346.0	1236513.0	94.8	100.0	98.9801308453341	0.0	94.84069789561204	100.0	0.0	21.100469557489802	0.0
MHW093-RG	77376217.0	0.0	77376217.0	1.0	38780957.0	38595260.0	77376217.0	76638006.0	0.0	73348720.0	77376217.0	0.0	18729661.0	0.0	1348084.0	0.0	10443107909.0	5247338679.0	5195769230.0	10443107909.0	9636759361.0	0.0	0.0	82134924.0	0.008523086	134.0	135.0	135.0	150.0	150.0	150.0	39.4	167.4	73.6	29805867.0	7009907.0	41873.0	1461356.0	94.8	100.0	99.04594586215039	0.0	94.79491611744213	100.0	0.0	24.2059662854802	0.0
MHW094-RG	82518019.0	0.0	82518019.0	1.0	41369157.0	41148862.0	82518019.0	81669350.0	0.0	77699844.0	82518019.0	0.0	19946488.0	0.0	1462545.0	0.0	11347969396.0	5706400348.0	5641569048.0	11347969396.0	10484912520.0	0.0	0.0	88826462.0	0.008471836	137.0	138.0	137.0	150.0	150.0	150.0	39.4	176.6	75.9	32557630.0	6442841.0	49489.0	1784715.0	94.2	100.0	98.97153493226733	0.0	94.16106317336582	100.0	0.0	24.17228169280215	0.0
MHW095-RG	82756753.0	0.0	82756753.0	1.0	41479118.0	41277635.0	82756753.0	81930008.0	0.0	78588170.0	82756753.0	0.0	18283714.0	0.0	1367168.0	0.0	11389571407.0	5722360926.0	5667210481.0	11389571407.0	10555543740.0	0.0	0.0	85788900.0	0.008127378	137.0	138.0	137.0	150.0	150.0	150.0	39.4	177.2	77.5	32794368.0	6655518.0	42616.0	1472502.0	95.0	100.0	99.0009939128472	0.0	94.96284853031874	100.0	0.0	22.09331968353084	0.0
MHW096-RG	98450525.0	0.0	98450525.0	1.0	49348834.0	49101691.0	98450525.0	97427432.0	0.0	93975644.0	98450525.0	0.0	18984595.0	0.0	1391357.0	0.0	13757240615.0	6911797857.0	6845442758.0	13757240615.0	12817444543.0	0.0	0.0	99726226.0	0.007780507	139.0	140.0	139.0	150.0	150.0	150.0	39.4	191.9	84.2	40552784.0	6590984.0	46849.0	1523099.0	95.5	100.0	98.96080493222357	0.0	95.45469056665772	100.0	0.0	19.28338624908298	0.0
MHW097-RG	66117030.0	0.0	66117030.0	1.0	33253492.0	32863538.0	66117030.0	64882240.0	0.0	56718778.0	66117030.0	0.0	19771195.0	0.0	3878437.0	0.0	8544143781.0	4314640268.0	4229503513.0	8544143781.0	7647906234.0	0.0	0.0	68243531.0	0.008923165	129.0	130.0	129.0	150.0	150.0	150.0	39.4	136.3	54.4	20644144.0	7950611.0	93647.0	3752718.0	85.8	100.0	98.13241762371963	0.0	85.78542926081224	100.0	0.0	29.903332015972282	0.0
