Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
MHW098-RG	59467281.0	0.0	59467281.0	1.0	30041088.0	29426193.0	59467281.0	58019924.0	0.0	44462312.0	59467281.0	0.0	15431599.0	0.0	9547393.0	0.0	7864761359.0	3986451535.0	3878309824.0	7864761359.0	6651721437.0	0.0	0.0	53822452.0	0.008091507	132.0	133.0	132.0	150.0	150.0	150.0	39.4	269.0	1009.8	16301560.0	6239166.0	159616.0	6309620.0	74.8	100.0	97.56612884318689	0.0	74.76768947953077	100.0	0.0	25.949730239053643	0.0
MHW099-RG	63711287.0	0.0	63711287.0	1.0	31980697.0	31730590.0	63711287.0	62603204.0	0.0	50898678.0	63711287.0	0.0	14965662.0	0.0	6462474.0	0.0	8542290152.0	4297535014.0	4244755138.0	8542290152.0	7507169684.0	0.0	0.0	61037617.0	0.008130576	134.0	134.0	134.0	150.0	150.0	150.0	39.5	242.3	854.2	19344489.0	6381784.0	136263.0	5439066.0	79.9	100.0	98.26077442133605	0.0	79.88957749354522	100.0	0.0	23.4898127234504	0.0
MHW100-RG	68293491.0	0.0	68293491.0	1.0	34300151.0	33993340.0	68293491.0	67065018.0	0.0	53850648.0	68293491.0	0.0	16575383.0	0.0	8616598.0	0.0	8960859879.0	4513430610.0	4447429269.0	8960859879.0	7731167944.0	0.0	0.0	64952981.0	0.008401445	131.0	132.0	131.0	150.0	150.0	150.0	39.4	244.1	897.4	19777999.0	7460424.0	155729.0	6138357.0	78.9	100.0	98.20118582018307	0.0	78.85180155748664	100.0	0.0	24.270809351362637	0.0
MHW101-RG	66526526.0	0.0	66526526.0	1.0	33413649.0	33112877.0	66526526.0	65070146.0	0.0	48059978.0	66526526.0	0.0	14975743.0	0.0	9567237.0	0.0	8889098904.0	4473988866.0	4415110038.0	8889098904.0	7615464220.0	0.0	0.0	60299279.0	0.007918004	133.0	134.0	133.0	150.0	150.0	150.0	39.5	282.2	1048.5	17802443.0	6668055.0	199223.0	7865352.0	72.2	100.0	97.81082811989911	0.0	72.24182726751732	100.0	0.0	22.510934961491902	0.0
MHW102-RG	73740522.0	0.0	73740522.0	1.0	37090837.0	36649685.0	73740522.0	72124138.0	0.0	54744740.0	73740522.0	0.0	17288456.0	0.0	10894301.0	0.0	9861185900.0	4972784038.0	4888401862.0	9861185900.0	8446204753.0	0.0	0.0	67241029.0	0.007961094	133.0	134.0	133.0	150.0	150.0	150.0	39.4	279.4	1014.1	20665874.0	7079723.0	206178.0	8110294.0	74.2	100.0	97.8080111773551	0.0	74.23969686572059	100.0	0.0	23.444987275788474	0.0
MHW103-RG	63977797.0	0.0	63977797.0	1.0	32172727.0	31805070.0	63977797.0	62133058.0	0.0	44497050.0	63977797.0	0.0	12644381.0	0.0	7404366.0	0.0	8927316406.0	4498814033.0	4428502373.0	8927316406.0	7883853634.0	0.0	0.0	59409107.0	0.007535541	139.0	140.0	139.0	150.0	150.0	150.0	39.4	327.3	1084.7	18476265.0	4107096.0	206093.0	8277075.0	69.6	100.0	97.11659499622971	0.0	69.55076930829613	100.0	0.0	19.763701772976024	0.0
MHW104-RG	61721221.0	0.0	61721221.0	1.0	31056482.0	30664739.0	61721221.0	60234840.0	0.0	50302452.0	61721221.0	0.0	13417811.0	0.0	5101664.0	0.0	8401952566.0	4238417392.0	4163535174.0	8401952566.0	7453638859.0	0.0	0.0	58809114.0	0.007889987	136.0	136.0	136.0	150.0	150.0	150.0	39.4	151.6	104.9	19699741.0	5765464.0	115329.0	4536886.0	81.5	100.0	97.59178289748999	0.0	81.49944408909214	100.0	0.0	21.73938036643831	0.0
MHW105-RG	65225351.0	0.0	65225351.0	1.0	32790136.0	32435215.0	65225351.0	63926828.0	0.0	56633862.0	65225351.0	0.0	13448267.0	0.0	2908222.0	0.0	9078213923.0	4574879982.0	4503333941.0	9078213923.0	8279526066.0	0.0	0.0	64346419.0	0.007771752	139.0	140.0	139.0	150.0	150.0	150.0	39.5	169.0	67.7	23779378.0	4753010.0	85820.0	3345206.0	86.8	100.0	98.00917437761278	0.0	86.82799115944965	100.0	0.0	20.618159647772536	0.0
MHW106-RG	65413448.0	0.0	65413448.0	1.0	32965052.0	32448396.0	65413448.0	62971704.0	0.0	37283050.0	65413448.0	0.0	13846952.0	0.0	10493698.0	0.0	9218905458.0	4656533519.0	4562371939.0	9218905458.0	7954744697.0	0.0	0.0	57895652.0	0.007278128	140.0	141.0	141.0	150.0	150.0	150.0	39.4	422.8	1394.1	15402330.0	3707309.0	297696.0	12078517.0	57.0	100.0	96.26721404442708	0.0	56.99600180073063	100.0	0.0	21.168356696317247	0.0
MHW107-RG	64595136.0	0.0	64595136.0	1.0	32419913.0	32175223.0	64595136.0	63549360.0	0.0	57219330.0	64595136.0	0.0	12300017.0	0.0	2301272.0	0.0	9103816748.0	4578590500.0	4525226248.0	9103816748.0	8376597521.0	0.0	0.0	63651594.0	0.007598741	140.0	141.0	141.0	150.0	150.0	150.0	39.5	185.3	77.9	24901167.0	3887701.0	76151.0	2909661.0	88.6	100.0	98.38102980385396	0.0	88.58148390615665	100.0	0.0	19.0417077223895	0.0
MHW108-RG	69386975.0	0.0	69386975.0	1.0	34833543.0	34553432.0	69386975.0	68166226.0	0.0	58038746.0	69386975.0	0.0	14437027.0	0.0	4967010.0	0.0	9404339607.0	4732780989.0	4671558618.0	9404339607.0	8420582402.0	0.0	0.0	66105195.0	0.00785043	135.0	136.0	135.0	150.0	150.0	150.0	39.5	155.5	69.0	22857931.0	6479713.0	118172.0	4627297.0	83.6	100.0	98.24066548512887	0.0	83.64501550903466	100.0	0.0	20.806537538205117	0.0
MHW109-RG	65383932.0	0.0	65383932.0	1.0	32831062.0	32552870.0	65383932.0	64209042.0	0.0	55075926.0	65383932.0	0.0	13688342.0	0.0	3943261.0	0.0	8985686390.0	4521967676.0	4463718714.0	8985686390.0	8110382124.0	0.0	0.0	63863580.0	0.0078743	137.0	138.0	137.0	150.0	150.0	150.0	39.5	163.5	70.8	22405772.0	5395910.0	107476.0	4195363.0	84.2	100.0	98.20309063089077	0.0	84.23464957720806	100.0	0.0	20.935330105261947	0.0
MHW110-RG	74744197.0	0.0	74744197.0	1.0	37569359.0	37174838.0	74744197.0	73546728.0	0.0	65225974.0	74744197.0	0.0	17598559.0	0.0	4637453.0	0.0	9998369956.0	5039699713.0	4958670243.0	9998369956.0	8959770704.0	0.0	0.0	74635001.0	0.008330013	133.0	134.0	133.0	150.0	150.0	150.0	39.5	149.7	62.7	25220916.0	7629771.0	98337.0	3824340.0	87.3	100.0	98.39791040901811	0.0	87.26560270625424	100.0	0.0	23.54505059436253	0.0
MHW111-RG	69564799.0	0.0	69564799.0	1.0	34980988.0	34583811.0	69564799.0	68188632.0	0.0	61082566.0	69564799.0	0.0	12940470.0	0.0	2230298.0	0.0	9900504331.0	4990287903.0	4910216428.0	9900504331.0	9144405197.0	0.0	0.0	69341861.0	0.007582983	142.0	143.0	142.0	150.0	150.0	150.0	39.5	193.3	77.6	27256035.0	3467228.0	85357.0	3285696.0	87.8	100.0	98.02174803955086	0.0	87.80671672752192	100.0	0.0	18.60203750462932	0.0
MHW112-RG	57178392.0	0.0	57178392.0	1.0	28677741.0	28500651.0	57178392.0	55741416.0	0.0	48613482.0	57178392.0	0.0	12366790.0	0.0	2863153.0	0.0	7900758927.0	3972999054.0	3927759873.0	7900758927.0	7165204519.0	0.0	0.0	56200629.0	0.007843548	138.0	139.0	138.0	150.0	150.0	150.0	39.5	163.1	65.2	20015415.0	4498242.0	82903.0	3274148.0	85.0	100.0	97.48685482445886	0.0	85.02072251349776	100.0	0.0	21.6284326428767	0.0
MHW113-RG	62818464.0	0.0	62818464.0	1.0	31538233.0	31280231.0	62818464.0	61687698.0	0.0	55521098.0	62818464.0	0.0	15298395.0	0.0	2788496.0	0.0	8485572059.0	4272216995.0	4213355064.0	8485572059.0	7698303385.0	0.0	0.0	63924288.0	0.008303685	135.0	135.0	135.0	150.0	150.0	150.0	39.4	155.2	62.5	22045735.0	5882759.0	72686.0	2842669.0	88.4	100.0	98.19994643613063	0.0	88.38340587251544	100.0	0.0	24.353341399751514	0.0
MHW114-RG	64624271.0	0.0	64624271.0	1.0	32581881.0	32042390.0	64624271.0	62690822.0	0.0	39532468.0	64624271.0	0.0	15930208.0	0.0	15044823.0	0.0	8727196831.0	4412013246.0	4315183585.0	8727196831.0	7112403018.0	0.0	0.0	54195550.0	0.007619865	135.0	135.0	135.0	150.0	150.0	150.0	39.4	378.7	1341.8	14809605.0	5387850.0	268768.0	10879188.0	61.2	100.0	97.00816895868736	0.0	61.17278754293414	100.0	0.0	24.65050321418713	0.0
MHW115-RG	97762025.0	0.0	97762025.0	1.0	49061011.0	48701014.0	97762025.0	96473904.0	0.0	90917294.0	97762025.0	0.0	19246216.0	0.0	2282816.0	0.0	13640911744.0	6860372100.0	6780539644.0	13640911744.0	12591538479.0	0.0	0.0	98038555.0	0.007786066	139.0	140.0	139.0	150.0	150.0	150.0	39.5	176.9	72.1	38740161.0	6931175.0	68816.0	2496800.0	93.0	100.0	98.68239124547594	0.0	92.99857894719345	100.0	0.0	19.686801700353488	0.0
MHW116-RG	69066980.0	0.0	69066980.0	1.0	34660123.0	34406857.0	69066980.0	68091666.0	0.0	63964558.0	69066980.0	0.0	13101526.0	0.0	1450284.0	0.0	9764862917.0	4911654371.0	4853208546.0	9764862917.0	9024236010.0	0.0	0.0	70915615.0	0.007858352	141.0	142.0	141.0	150.0	150.0	150.0	39.5	185.6	73.7	28069642.0	4053091.0	50831.0	1872269.0	92.6	100.0	98.58787223648696	0.0	92.61235687444275	100.0	0.0	18.969304868983702	0.0
MHW117-RG	74944950.0	0.0	74944950.0	1.0	37542996.0	37401954.0	74944950.0	73709848.0	0.0	68368690.0	74944950.0	0.0	15238618.0	0.0	2232040.0	0.0	10450416325.0	5249785994.0	5200630331.0	10450416325.0	9594348272.0	0.0	0.0	77763530.0	0.008105139	139.0	140.0	139.0	150.0	150.0	150.0	39.5	172.7	68.9	28977525.0	5394907.0	65233.0	2417259.0	91.2	100.0	98.35198769229947	0.0	91.22521263941066	100.0	0.0	20.333081815385825	0.0
MHW118-RG	68048346.0	0.0	68048346.0	1.0	34172007.0	33876339.0	68048346.0	66932882.0	0.0	60297298.0	68048346.0	0.0	13156740.0	0.0	2838068.0	0.0	9440208242.0	4752407794.0	4687800448.0	9440208242.0	8624017108.0	0.0	0.0	70613463.0	0.008188001	138.0	139.0	138.0	150.0	150.0	150.0	39.5	174.7	74.6	25311516.0	5022708.0	79965.0	3052252.0	88.6	100.0	98.36077720390148	0.0	88.60949831168563	100.0	0.0	19.3344008684649	0.0
MHW119-RG	79649138.0	0.0	79649138.0	1.0	40018389.0	39630749.0	79649138.0	78273392.0	0.0	72078798.0	79649138.0	0.0	15550332.0	0.0	2159944.0	0.0	11241122205.0	5663335426.0	5577786779.0	11241122205.0	10376825312.0	0.0	0.0	82937315.0	0.007992552	141.0	142.0	141.0	150.0	150.0	150.0	39.4	188.1	74.7	31679199.0	4526241.0	76603.0	2854653.0	90.5	100.0	98.27274213563993	0.0	90.49538991872078	100.0	0.0	19.52354085740388	0.0
MHW120-RG	81149645.0	0.0	81149645.0	1.0	40673299.0	40476346.0	81149645.0	80305948.0	0.0	76840052.0	81149645.0	0.0	18526025.0	0.0	1310247.0	0.0	11219099155.0	5637084081.0	5582015074.0	11219099155.0	10392121386.0	0.0	0.0	87092733.0	0.008380651	138.0	139.0	138.0	150.0	150.0	150.0	39.4	181.9	77.2	32654018.0	5885894.0	44335.0	1568727.0	94.7	100.0	98.96031954298753	0.0	94.68932612089677	100.0	0.0	22.82945908142913	0.0
MHW121-RG	101184422.0	0.0	101184422.0	1.0	50730655.0	50453767.0	101184422.0	99967994.0	0.0	96153002.0	101184422.0	0.0	19890708.0	0.0	1389123.0	0.0	14367099943.0	7222024879.0	7145075064.0	14367099943.0	13475773693.0	0.0	0.0	103224265.0	0.007659988	141.0	142.0	142.0	150.0	150.0	150.0	39.4	216.3	92.5	43354030.0	4863977.0	55903.0	1710087.0	95.0	100.0	98.79781099110296	0.0	95.02747567209506	100.0	0.0	19.657875794358937	0.0
MHW122-RG	84249146.0	0.0	84249146.0	1.0	42221258.0	42027888.0	84249146.0	83415426.0	0.0	80482162.0	84249146.0	0.0	17223891.0	0.0	1179330.0	0.0	11707486384.0	5879832529.0	5827653855.0	11707486384.0	10889201967.0	0.0	0.0	85420245.0	0.007844491	138.0	139.0	139.0	150.0	150.0	150.0	39.4	184.8	81.6	34264834.0	6152430.0	39148.0	1251301.0	95.5	100.0	99.01041133402111	0.0	95.52875705113972	100.0	0.0	20.44399476761462	0.0
MHW123-RG	92470529.0	0.0	92470529.0	1.0	46360098.0	46110431.0	92470529.0	91341130.0	0.0	87601010.0	92470529.0	0.0	17561656.0	0.0	1356667.0	0.0	13086286408.0	6577200185.0	6509086223.0	13086286408.0	12233240128.0	0.0	0.0	95001812.0	0.007765874	141.0	142.0	141.0	150.0	150.0	150.0	39.4	211.0	89.8	39229240.0	4699149.0	52507.0	1689669.0	94.7	100.0	98.77863897588387	0.0	94.73397735185445	100.0	0.0	18.991624888400928	0.0
MHW124-RG	91457591.0	0.0	91457591.0	1.0	45840248.0	45617343.0	91457591.0	90578470.0	0.0	86265874.0	91457591.0	0.0	22811776.0	0.0	1771443.0	0.0	12373683886.0	6217499684.0	6156184202.0	12373683886.0	11385453958.0	0.0	0.0	99078645.0	0.008702214	135.0	136.0	135.0	150.0	150.0	150.0	39.4	165.4	71.9	34856519.0	8459502.0	52956.0	1920258.0	94.3	100.0	99.03876650326379	0.0	94.32336130524146	100.0	0.0	24.942463223200356	0.0
MHW125-RG	86243617.0	0.0	86243617.0	1.0	43222199.0	43021418.0	86243617.0	85302130.0	0.0	82534240.0	86243617.0	0.0	16366216.0	0.0	1084400.0	0.0	12240632250.0	6146541129.0	6094091121.0	12240632250.0	11477062477.0	0.0	0.0	86321242.0	0.007521196	141.0	142.0	142.0	150.0	150.0	150.0	39.4	206.9	89.5	36896122.0	4495840.0	40846.0	1218257.0	95.7	100.0	98.9083400804027	0.0	95.69895474119552	100.0	0.0	18.97672728637993	0.0
MHW126-RG	74231077.0	0.0	74231077.0	1.0	37209842.0	37021235.0	74231077.0	73573016.0	0.0	70338898.0	74231077.0	0.0	22112446.0	0.0	1276653.0	0.0	9802753258.0	4928622946.0	4874130312.0	9802753258.0	9027053718.0	0.0	0.0	81720049.0	0.009052793	132.0	132.0	132.0	150.0	150.0	150.0	39.4	157.4	68.6	27611195.0	7678063.0	39468.0	1457782.0	94.8	100.0	99.1134966289119	0.0	94.75667179124991	100.0	0.0	29.788663850317032	0.0
MHW127-RG	85179979.0	0.0	85179979.0	1.0	42696244.0	42483735.0	85179979.0	84279302.0	0.0	80086690.0	85179979.0	0.0	20158109.0	0.0	1542394.0	0.0	11702347886.0	5880928671.0	5821419215.0	11702347886.0	10825952555.0	0.0	0.0	91028483.0	0.008408357	137.0	138.0	137.0	150.0	150.0	150.0	39.4	180.0	78.5	33644341.0	6531100.0	53270.0	1910940.0	94.0	100.0	98.94261889874379	0.0	94.0205561684865	100.0	0.0	23.665313418309246	0.0
MHW128-RG	96291267.0	0.0	96291267.0	1.0	48258141.0	48033126.0	96291267.0	95286110.0	0.0	91911868.0	96291267.0	0.0	18802314.0	0.0	1292387.0	0.0	13477509855.0	6766960671.0	6710549184.0	13477509855.0	12571206247.0	0.0	0.0	95464473.0	0.007593899	139.0	140.0	140.0	150.0	150.0	150.0	39.5	193.4	84.0	39905513.0	6198635.0	45490.0	1493417.0	95.5	100.0	98.95612859679164	0.0	95.45192504321291	100.0	0.0	19.526499739586974	0.0
MHW129-RG	114546339.0	0.0	114546339.0	1.0	57420388.0	57125951.0	114546339.0	113272106.0	0.0	109300046.0	114546339.0	0.0	21293264.0	0.0	1485565.0	0.0	16229644071.0	8154083457.0	8075560614.0	16229644071.0	15197968903.0	0.0	0.0	114845806.0	0.007556655	141.0	142.0	141.0	150.0	150.0	150.0	39.5	209.8	92.8	48745941.0	6059703.0	57374.0	1773035.0	95.4	100.0	98.88758295452811	0.0	95.41993830112719	100.0	0.0	18.58921392502994	0.0
MHW130-RG	91657740.0	0.0	91657740.0	1.0	45944911.0	45712829.0	91657740.0	90799712.0	0.0	86404388.0	91657740.0	0.0	24052739.0	0.0	1646897.0	0.0	12266404035.0	6165586256.0	6100817779.0	12266404035.0	11320922180.0	0.0	0.0	98963586.0	0.008741654	133.0	134.0	133.0	150.0	150.0	150.0	39.4	166.6	76.0	34643679.0	8748515.0	53393.0	1954269.0	94.3	100.0	99.06387829331162	0.0	94.26851240277145	100.0	0.0	26.241907120991637	0.0
MHW131-RG	107929761.0	0.0	107929761.0	1.0	54103506.0	53826255.0	107929761.0	106886384.0	0.0	102111820.0	107929761.0	0.0	27146688.0	0.0	1853607.0	0.0	14708996411.0	7392658198.0	7316338213.0	14708996411.0	13599264089.0	0.0	0.0	114750951.0	0.008438027	136.0	137.0	136.0	150.0	150.0	150.0	39.4	174.0	75.0	42307061.0	8907055.0	60013.0	2169063.0	94.6	100.0	99.03328146904727	0.0	94.60951182871608	100.0	0.0	25.15218022209833	0.0
MHW132-RG	88211015.0	0.0	88211015.0	1.0	44209969.0	44001046.0	88211015.0	87352244.0	0.0	83694190.0	88211015.0	0.0	20694116.0	0.0	1449305.0	0.0	12074030985.0	6064971874.0	6009059111.0	12074030985.0	11170978747.0	0.0	0.0	92386477.0	0.008270223	136.0	137.0	137.0	150.0	150.0	150.0	39.4	176.6	76.8	34937266.0	7040466.0	47004.0	1651386.0	94.9	100.0	99.02645831702537	0.0	94.87952269906428	100.0	0.0	23.459786739785272	0.0
MHW133-RG	96969479.0	0.0	96969479.0	1.0	48600652.0	48368827.0	96969479.0	95929728.0	0.0	92146692.0	96969479.0	0.0	20816662.0	0.0	1438703.0	0.0	13480204917.0	6770674356.0	6709530561.0	13480204917.0	12553093460.0	0.0	0.0	99201149.0	0.007902526	139.0	139.0	139.0	150.0	150.0	150.0	39.4	191.6	82.7	39745980.0	6459376.0	50732.0	1708776.0	95.0	100.0	98.92775437104288	0.0	95.02648972673143	100.0	0.0	21.46723094181005	0.0
MHW134-RG	79279049.0	0.0	79279049.0	1.0	39726600.0	39552449.0	79279049.0	78567050.0	0.0	75906838.0	79279049.0	0.0	15132415.0	0.0	1003551.0	0.0	11014394754.0	5528788464.0	5485606290.0	11014394754.0	10231852786.0	0.0	0.0	77573669.0	0.007581586	138.0	139.0	139.0	150.0	150.0	150.0	39.5	177.5	77.7	32048854.0	6179551.0	32338.0	1022782.0	95.7	100.0	99.10190774362088	0.0	95.74640331520627	100.0	0.0	19.087533454141205	0.0
MHW135-RG	92837709.0	0.0	92837709.0	1.0	46534166.0	46303543.0	92837709.0	91788334.0	0.0	87619082.0	92837709.0	0.0	19994447.0	0.0	1558771.0	0.0	12988955169.0	6525980056.0	6462975113.0	12988955169.0	12089705632.0	0.0	0.0	97996039.0	0.008105743	139.0	140.0	140.0	150.0	150.0	150.0	39.4	197.4	83.8	38361728.0	5576968.0	56620.0	1898851.0	94.4	100.0	98.86966728142764	0.0	94.37876369827265	100.0	0.0	21.536988811302958	0.0
MHW136-RG	91031747.0	0.0	91031747.0	1.0	45755661.0	45276086.0	91031747.0	89342034.0	0.0	84660612.0	91031747.0	0.0	14612746.0	0.0	1413356.0	0.0	13126338222.0	6618868702.0	6507469520.0	13126338222.0	12365663136.0	0.0	0.0	95934564.0	0.007758141	144.0	145.0	144.0	150.0	150.0	150.0	39.4	244.9	96.7	39925372.0	2573067.0	68084.0	2104494.0	93.0	100.0	98.14382008949032	0.0	93.00119440748512	100.0	0.0	16.05236247965229	0.0
MHW137-RG	96389202.0	0.0	96389202.0	1.0	48412269.0	47976933.0	96389202.0	94559376.0	0.0	88460212.0	96389202.0	0.0	15664788.0	0.0	1668764.0	0.0	13896829818.0	6999851093.0	6896978725.0	13896829818.0	13057937294.0	0.0	0.0	99046099.0	0.007585126	144.0	145.0	144.0	150.0	150.0	150.0	39.4	233.5	97.4	41369097.0	3044281.0	83667.0	2782643.0	91.8	100.0	98.10162760762353	0.0	91.7739852229506	100.0	0.0	16.25160046454166	0.0
MHW138-RG	107996121.0	0.0	107996121.0	1.0	54281225.0	53714896.0	107996121.0	105950098.0	0.0	99256882.0	107996121.0	0.0	17267709.0	0.0	1793060.0	0.0	15573414317.0	7852115386.0	7721298931.0	15573414317.0	14646432122.0	0.0	0.0	108609135.0	0.007415399	144.0	145.0	144.0	150.0	150.0	150.0	39.4	233.6	94.6	46517666.0	3306210.0	89634.0	3061539.0	91.9	100.0	98.10546621392078	0.0	91.9078213929554	100.0	0.0	15.98919372298566	0.0
MHW139-RG	99060745.0	0.0	99060745.0	1.0	49877553.0	49183192.0	99060745.0	96798104.0	0.0	86268646.0	99060745.0	0.0	16790362.0	0.0	2931525.0	0.0	14211464686.0	7176531293.0	7034933393.0	14211464686.0	13271841824.0	0.0	0.0	99488608.0	0.007496217	143.0	144.0	143.0	150.0	150.0	150.0	39.4	224.5	91.6	39794491.0	3568255.0	130817.0	4905489.0	87.1	100.0	97.71590552847145	0.0	87.08661135144905	100.0	0.0	16.94956160485165	0.0
MHW140-RG	86281287.0	0.0	86281287.0	1.0	43399821.0	42881466.0	86281287.0	84020822.0	0.0	71230386.0	86281287.0	0.0	14127545.0	0.0	2599308.0	0.0	12465102325.0	6289720469.0	6175381856.0	12465102325.0	11723229982.0	0.0	0.0	86010936.0	0.007336795	144.0	145.0	144.0	150.0	150.0	150.0	39.4	254.8	107.2	33631082.0	2236771.0	155442.0	5987116.0	82.6	100.0	97.38012136977048	0.0	82.55600777025963	100.0	0.0	16.3738227502332	0.0
MHW141-RG	88366652.0	0.0	88366652.0	1.0	44430238.0	43936414.0	88366652.0	86470536.0	0.0	80005730.0	88366652.0	0.0	14168058.0	0.0	1607844.0	0.0	12752580503.0	6434288803.0	6318291700.0	12752580503.0	12022319676.0	0.0	0.0	89690111.0	0.0074603	144.0	145.0	144.0	150.0	150.0	150.0	39.4	249.2	100.6	37816415.0	2360499.0	86724.0	2971630.0	90.5	100.0	97.85426294073018	0.0	90.53837413688593	100.0	0.0	16.033263317478635	0.0
MHW142-RG	89979830.0	0.0	89979830.0	1.0	45255605.0	44724225.0	89979830.0	87944250.0	0.0	78663768.0	89979830.0	0.0	14629630.0	0.0	2120883.0	0.0	12981403006.0	6549229618.0	6432173388.0	12981403006.0	12197376910.0	0.0	0.0	91312025.0	0.007486202	144.0	145.0	144.0	150.0	150.0	150.0	39.4	244.0	101.9	37036011.0	2503632.0	117446.0	4315036.0	87.4	100.0	97.7377374462699	0.0	87.42377930698468	100.0	0.0	16.258788219537646	0.0
MHW143-RG	98952918.0	0.0	98952918.0	1.0	49747270.0	49205648.0	98952918.0	97010824.0	0.0	89289488.0	98952918.0	0.0	15950186.0	0.0	2197476.0	0.0	14201240712.0	7160955349.0	7040285363.0	14201240712.0	13318443369.0	0.0	0.0	98606921.0	0.007403787	143.0	144.0	143.0	150.0	150.0	150.0	39.4	232.9	96.4	41452717.0	3388425.0	99163.0	3565107.0	90.2	100.0	98.03735550274526	0.0	90.23431527304733	100.0	0.0	16.118964778784996	0.0
MHW144-RG	84274760.0	0.0	84274760.0	1.0	42370401.0	41904359.0	84274760.0	82562554.0	0.0	75842316.0	84274760.0	0.0	13562513.0	0.0	1709397.0	0.0	12141599915.0	6122552771.0	6019047144.0	12141599915.0	11401467338.0	0.0	0.0	85668391.0	0.007513804	144.0	145.0	144.0	150.0	150.0	150.0	39.4	235.8	94.9	35526618.0	2562892.0	86305.0	3105462.0	90.0	100.0	97.96830510107652	0.0	89.99410499656125	100.0	0.0	16.0932086902413	0.0
MHW145-RG	93019662.0	0.0	93019662.0	1.0	46776751.0	46242911.0	93019662.0	90447840.0	0.0	74325908.0	93019662.0	0.0	15859479.0	0.0	3599583.0	0.0	13408417208.0	6762369360.0	6646047848.0	13408417208.0	12503183031.0	0.0	0.0	94188384.0	0.007533152	144.0	145.0	144.0	150.0	150.0	150.0	39.4	324.1	815.5	34640597.0	2811079.0	194563.0	7577681.0	79.9	100.0	97.23518453550174	0.0	79.90343804947389	100.0	0.0	17.04959861066793	0.0
MHW146-RG	86572291.0	0.0	86572291.0	1.0	43507842.0	43064449.0	86572291.0	84921402.0	0.0	78603578.0	86572291.0	0.0	14966055.0	0.0	2068375.0	0.0	12388358375.0	6244677139.0	6143681236.0	12388358375.0	11596898826.0	0.0	0.0	89528600.0	0.007720046	143.0	144.0	143.0	150.0	150.0	150.0	39.4	227.3	92.6	36190468.0	3279963.0	83730.0	2906540.0	90.8	100.0	98.09305150535984	0.0	90.79530770417061	100.0	0.0	17.287350059847668	0.0
MHW147-RG	87982106.0	0.0	87982106.0	1.0	44273500.0	43708606.0	87982106.0	85654430.0	0.0	69368962.0	87982106.0	0.0	15318033.0	0.0	5522770.0	0.0	12514675574.0	6314645904.0	6200029670.0	12514675574.0	11463014244.0	0.0	0.0	84378846.0	0.007360965	142.0	143.0	142.0	150.0	150.0	150.0	39.4	306.8	849.6	31036268.0	3933598.0	193853.0	7663496.0	78.8	100.0	97.35437567270782	0.0	78.84439820069777	100.0	0.0	17.410395927553722	0.0
MHW148-RG	98854024.0	0.0	98854024.0	1.0	49681212.0	49172812.0	98854024.0	96428164.0	0.0	78866884.0	98854024.0	0.0	17872195.0	0.0	5775245.0	0.0	14071358966.0	7088309372.0	6983049594.0	14071358966.0	12931065176.0	0.0	0.0	95845545.0	0.007412038	142.0	143.0	142.0	150.0	150.0	150.0	39.4	304.6	830.3	35401686.0	4341069.0	209056.0	8262271.0	79.8	100.0	97.54601795471675	0.0	79.78115691071919	100.0	0.0	18.079380359872857	0.0
MHW149-RG	103039426.0	0.0	103039426.0	1.0	51788395.0	51251031.0	103039426.0	100686166.0	0.0	87127008.0	103039426.0	0.0	19098008.0	0.0	5644353.0	0.0	14798500924.0	7458560297.0	7339940627.0	14798500924.0	13415284627.0	0.0	0.0	421427669.0	0.03141399	143.0	144.0	143.0	150.0	150.0	150.0	39.4	322.6	816.9	39988245.0	4136600.0	204372.0	6013866.0	84.6	100.0	97.71615575575896	0.0	84.55696172065245	100.0	0.0	18.53466070356409	0.0
MHW150-RG	100184529.0	0.0	100184529.0	1.0	50315850.0	49868679.0	100184529.0	98320548.0	0.0	89535034.0	100184529.0	0.0	17526619.0	0.0	3018602.0	0.0	14275958078.0	7187517577.0	7088440501.0	14275958078.0	13301497848.0	0.0	0.0	101920413.0	0.007662326	142.0	143.0	142.0	150.0	150.0	150.0	39.5	216.8	89.9	40575503.0	4400050.0	111095.0	4073626.0	89.4	100.0	98.1394522501573	0.0	89.37012021087607	100.0	0.0	17.494336875107734	0.0
