Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
2_R1_001										15.839460486479567	7.708324657438376	17.845103689364862	5.788399994332025	7.0846092587534	0.7196817766720534	0.8916080700942273
2_R2_001										14.85770159069532	7.346435726967532	17.776668664337926	6.620779025116182	8.946105218290759	1.6556802120452196	2.9935219398539035
30_R1_001										15.482246698500074	6.759175744798599	15.568799780465445	5.390338056099137	7.032070330377607	1.513723604572597	1.4126558350106388
30_R2_001										15.683683376582291	6.963933208053683	16.4199808421521	5.80355500252532	7.505986783785605	1.2516713279741691	1.696456521691549
31_R1_001										15.047468357971855	6.945524919476305	15.503598038457413	5.346341660370559	7.638800242752438	1.5454373276291822	1.090202091461559
31_R2_001										14.410387497403415	6.645879019201368	16.17853343739757	6.074806561796189	8.693342981149357	1.6857663092228976	3.0048455545838495
37_R1_001										15.785668837066897	6.661880188269424	15.099501268473023	5.476000413525323	7.731777156277786	1.7171645338983812	1.6614319096880135
37_R2_001										16.04980261636276	7.041510088576694	15.903261255722192	5.572962430240288	8.341983616466422	1.2257753878827315	2.0786202745882347
38_R1_001										15.744074984688213	6.3542892823355634	13.956857737300417	4.930631427143508	6.958742761434403	1.7223136879110348	4.909621270024681
38_R2_001										16.311280187007334	6.7550521453921295	14.614557857626137	5.041116498787496	7.399102922982019	1.5956285536065133	4.816748546708655
39_R1_001										16.039160528695877	6.623594599498489	15.525638932172885	6.180158363216358	8.589808556504112	2.2214677980647046	1.7665481553521003
39_R2_001										16.248701800303834	7.050331821134952	16.642042986838856	6.093435158599142	9.109557813584686	1.8431655749616753	2.153972500916364
3_R1_001										14.930339058027572	6.570165461831412	16.273981366046844	6.732513099500355	9.553514318158118	1.6333603128121574	2.093548754843108
3_R2_001										14.580309983209103	6.8242142780251855	17.25247388541807	6.9409155364081325	9.825279945849106	2.0828619280339353	2.470105273346355
40_R1_001										15.450085158120825	6.20794077613079	13.84928205013796	5.05994650127854	7.950654751632959	2.2704163825511094	6.190368368090254
40_R2_001										16.062511696404023	6.730075551816153	14.43101387380297	5.137309117424928	7.715000912396045	1.9425124925411725	6.769477432049167
41_R1_001										12.600645131230939	4.9041045573986315	12.216305840281407	5.44271768117552	11.445246552888557	2.0326815576879484	9.140223084708635
41_R2_001										12.392824929104481	4.811452530602494	12.782073601146465	6.019925863496545	10.720394591681364	2.086158617647365	9.863204923098705
47_R1_001										16.028878129169634	6.936203965849952	15.96851182416417	5.709720938881092	7.421968910374808	1.3730595515941986	1.5604113241972872
47_R2_001										16.29981439855016	7.343972703006873	17.073993745136633	5.925038013233389	7.176241211686361	1.3951344898663602	1.8944668384137382
48_R1_001										14.634625218740299	5.890637078711761	13.94120804751944	5.640659784861802	10.387687966501263	2.701164195038921	5.122028584177837
48_R2_001										14.571677136143421	5.899547745192251	14.089464676298249	6.139912348584039	11.359695312823717	2.609297077969922	5.961180378391995
49_R1_001										16.441528518077302	6.643495303516915	14.248536689786684	4.4733395381489585	6.669541560897314	1.1590376218470304	1.2991424822141908
49_R2_001										16.866877638465805	7.029683522507038	15.058798923162398	4.498484910626384	5.748512522449738	1.0634258537551387	1.645899220706798
4_R1_001										14.955737651727313	6.542568537329123	16.123805610880478	6.960155483488252	9.665381490839067	1.6582649519648516	1.1594298567921184
4_R2_001										14.44133602409321	6.748657682548844	17.240872504259887	6.983871537829954	10.001337484391879	1.7878201121119481	2.2569938891524184
50_R1_001										15.211310548521006	6.411748046873715	15.128929265134818	5.262212339270887	6.593097630328591	0.8527370609470526	1.0788407696871254
50_R2_001										15.624980352445014	6.853971503971305	16.0051518390113	5.181013455774859	6.76147531031647	0.9659948721551227	1.5626825613964805
57-G_R1_001										15.593793724192942	4.784500182480641	7.761648963979605	1.5846499432790606	0.9762315972360802	0.08334257968090036	0.3327479651008938
57-G_R2_001										15.86900526222885	4.931006500734215	8.07011371440814	1.8637862259934912	1.4731838375928885	0.05324830280185484	0.9208540569554234
57-S_R1_001										14.208917836368688	3.709844180594308	5.289870069842122	1.346109366943401	1.8003552827639029	0.32661075475960105	9.17799821651614
57-S_R2_001										14.507615895764317	3.6172319661036276	5.140301739132451	1.2156925720725589	2.0516169244356037	0.5301707265548319	10.45006273855806
57_R1_001										16.24163553056487	6.854100013226907	15.271550644628789	5.03802254118277	6.9582542280966235	0.9877557557427851	0.9928580887578731
57_R2_001										16.251530868315488	7.393126099425322	15.943657545182813	5.505455655565434	6.6370359488238755	0.9090240608032001	1.4870649368619715
58-G_R1_001										15.45831971728409	4.479748789821758	7.1724238004662	1.527590414629016	1.1096876247359015	0.02683281401391567	0.4763500773695351
58-G_R2_001										16.072359797606303	4.73586837631135	7.6896995442491765	1.6365377950133715	0.9250470374536288	0.10207918087989973	1.1088100066387596
58-S_R1_001										17.34059726110227	4.6371395604456	7.166711786913524	1.7363506459451368	2.523678925138182	0.7111755518489076	2.5728477050149743
58-S_R2_001										17.687624584606887	4.5302213511321	7.129949551280361	1.863948998127744	2.5509007594687954	0.33074781473953485	2.966790028767814
58_R1_001										15.453061126304208	5.9559441984911015	13.929746258353678	5.162051108142207	7.9319434663435775	1.257810393007534	2.1584652830069047
58_R2_001										15.625609657987521	6.495639654395285	14.738193154027632	5.110329910311788	7.547278563375231	1.1803817829696008	2.506263918132854
59_R1_001										15.56715270183086	6.7434829773312694	15.543353543376238	5.678401384682856	7.740062117332291	1.73155068185378	2.056802638564388
59_R2_001										15.209576414646273	6.796926720790207	16.204565340724166	5.797259339896752	9.229055906778374	1.6893707689886388	2.6929877953147923
5_R1_001										15.297616591878619	6.7453744770015	15.40189927821531	5.525915689050027	7.451302876590759	2.235061610178305	2.889263249868183
5_R2_001										15.098936527697395	6.949230052049253	16.208137198703184	5.902005381340542	8.876315057967917	2.126105337486823	3.341507230282776
60_R1_001										15.523062642642438	6.372594524275428	14.06703958227281	4.689486291297477	6.312125060602164	1.319924876917994	1.7523104318440534
60_R2_001										16.007363760423367	6.658455473425519	14.886364885057299	4.825592808193128	6.378007912268689	1.1863293181518677	2.0042407718797417
67_R1_001										15.518483861085702	6.340942789119647	14.009218089552977	4.402678804654511	6.064156465594409	0.7272159038824116	2.0530023563532773
67_R2_001										15.44219828698165	6.625999103003986	14.794801367262577	4.968277433850784	5.614734900240266	0.9316839458768035	2.982657920995137
68_R1_001										15.585864032857005	6.250451794261106	14.0858179705768	4.710721638222095	7.0984618206467305	1.415791073635489	1.3939011961056487
68_R2_001										15.77704422140627	6.543647054142776	14.675301295659285	4.792771241844305	6.938905624627521	1.2594402831508766	1.739064293578202
69_R1_001										15.954507891846003	6.413616017236125	14.797575122736381	4.758357187960405	6.122982971416278	1.0009699152138385	1.162424587946783
69_R2_001										16.483594156827554	6.918790352498647	15.698095997657486	4.64273298074721	6.3405461938566985	0.8843553042574901	1.85064435894074
70_R1_001										15.856853628613852	6.7781733474362245	14.410938903300519	4.582965789430313	6.608316941497818	1.393162803088355	2.096961278449468
70_R2_001										16.319093689462605	7.1183371769863415	15.486336764890812	4.694191411125416	6.242282433142608	1.0669154197030966	2.988982873453729
78_R1_001										15.515309820266957	6.809245285741597	15.826945304307023	5.805467848741541	8.777263385690668	2.635992254103831	3.498824536158497
78_R2_001										15.345898301361272	7.083778793113514	16.6523151191114	6.205803025648312	9.874694040228784	2.346538905250365	3.9604955542449116
79_R1_001										15.577379593985938	7.150984970395045	17.08822181770587	6.163954796335059	8.164239367342017	1.763518308225897	1.3655520551279432
79_R2_001										15.012479138468885	7.321391081481418	17.841477467319514	6.500632830780957	9.210200300702578	2.1681079175498006	2.5436894901905758
80_R1_001										16.136373555329588	6.8383772095876525	15.167097632724138	4.8249153624440435	6.4699943157103315	1.780000475072788	1.8449428437887678
80_R2_001										16.538252876471496	7.2989198873159	16.088513358558547	4.974537578650765	6.861608724683838	1.4842920728703553	1.6673297919997097
83_R1_001										15.594764627626475	7.082148251884185	16.845193543179768	6.274567910408326	9.333940203600726	2.28758924519218	1.9374871798871576
83_R2_001										15.246857564317166	7.5981724021800146	17.988015314462547	6.655017376187303	10.296094730317447	1.9029664221389242	2.3326993424563334
88_R1_001										14.389988118589963	5.862687877918839	14.639002732178758	6.452429279681464	11.034526909173547	2.6352250404491313	5.06894915951542
88_R2_001										14.204335989625982	6.008323372694252	15.76649943494427	6.856127790782586	11.364359253921775	3.3072485234696183	4.801463368516217
90_R1_001										14.90641734032527	6.3520690943394476	15.517624453122156	5.9967329018965145	8.437125198423216	2.8416760685391487	4.171553599712085
90_R2_001										14.909682204079349	6.6526589493470984	16.464697734117305	5.969339270643542	9.839193489796441	2.440802493456201	4.478246117199995
91_R1_001										15.336883860423415	6.530481932035167	15.829948422243161	5.838726346329612	7.80122531660663	1.2666878551285312	1.7564971477307671
91_R2_001										15.1712597580196	6.931860744387339	16.91349582394284	6.161719465193775	8.166216669155435	1.3582766812742877	2.2036526284664912
97_R1_001										13.868436731789762	6.431363766522324	16.46273672271878	6.481318577043874	11.417441650979496	3.2766240494851906	5.891875372106759
97_R2_001										13.512883285167543	6.529139144826653	16.705264701037343	6.713770165463212	13.399890868353626	3.285380373923183	5.64301829103788
98_R1_001										12.908243249279364	5.3133761856206645	13.992288241030487	6.2510352386841275	10.284923173749142	2.9606113593251724	5.554860806130689
98_R2_001										12.657315167024926	5.21744778265013	13.82805045840511	6.207652420024548	12.401754281420288	2.9764879778148434	6.678549549826081
99_R1_001										15.404056193501498	6.441144424023371	15.178489427432428	5.345480685291302	7.413208689828091	1.332669793063526	2.067333948839199
99_R2_001										15.25187120578668	6.875531554949258	16.111636485239444	5.627454071720321	7.931756806082249	1.2406233430435796	2.719249610719866
RESUB-116_R1_001										16.12376913084052	6.900369140368371	14.692613689225281	4.479756229269279	5.76472445100388	1.1672414514153204	0.9271416618594489
RESUB-116_R2_001										15.983406484341678	7.049320228247012	15.406907449831978	4.81763608054023	6.2479216357882335	1.0685788679131112	1.792610072872611
RESUB-156_R1_001										16.255739668968424	7.18070470959867	15.209688228968215	4.74783628817073	5.395320211698697	0.4556385046844037	0.787456434090078
RESUB-156_R2_001										16.16228956214702	7.167359547284478	15.918893892996563	5.171601493342675	5.75682772559592	1.0804667577183844	1.5344549957362599
RESUB-36_R1_001										15.472999173210884	7.185170911995059	17.424030082178547	5.871459185649124	7.454232318662301	1.2420978027252525	1.1765127820524757
RESUB-36_R2_001										14.739111194657578	6.955865658312494	16.962367966162603	6.3964769004777295	10.18114364062477	2.0682971782836175	2.310720405052032
RESUB-76_R1_001										16.44224294704281	6.716200237142683	13.769096900296637	4.246442039146407	5.650002800295403	0.8329947474606492	1.8268711792469667
RESUB-76_R2_001										16.917356073854837	7.236846284529501	15.155510923832056	4.410438484332724	5.48338210685404	0.8395880699820171	2.557907604423764
RESUB-94_R1_001										16.207992715866403	6.912077627153017	14.701439899051664	4.472162779672898	5.627992006511809	0.6919089619981129	0.9331545322428674
RESUB-94_R2_001										16.374909391024936	7.097937916366654	15.371888885175597	4.863135961326756	5.827967743234313	0.998078285096779	1.716019013271172
