Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
100_R1_001										16.14053785386833	7.252386877260705	16.226079766284833	5.234106089979512	7.8429767633961855	1.1527627852081217	1.6661147297087964
100_R2_001										16.19975844524494	7.4955566723882745	16.82229018613964	5.948793253083296	7.666883673168703	1.897956069757263	2.541787024246382
107_R1_001										15.411981022091389	7.096265338754672	17.457575421770706	6.232862124897115	8.762956040551574	1.3160349110455791	1.6535561947406758
107_R2_001										14.183697381460084	7.112012774751392	17.385807045892232	6.450138080979364	10.849943752557751	2.002121738400221	3.366659771500947
108_R1_001										15.665621562718005	5.846344389076421	12.645618638418862	4.272990057033665	6.088064131291904	1.8731531232657557	2.8478140451627674
108_R2_001										16.15101399173371	6.4625244789066905	13.715824602552884	4.622659290090515	6.15959163192451	1.5212340204121633	2.96062840339608
109_R1_001										15.188577211060721	6.994294590686276	17.527449494092444	6.911594138212204	9.382769895282348	1.6970777706170015	2.8981251752591
109_R2_001										14.558291690522088	6.998053573624206	17.863758744195348	7.329136329776335	10.151575785355508	2.062678973066947	4.248629035274942
10_R1_001										15.465992833816744	6.31411281096291	14.477445783468717	5.440372288296317	7.417742075749953	1.6951716810279522	2.1148436274362976
10_R2_001										15.70917194513578	6.886976090656484	15.773099235717664	5.532404938744671	7.692459556031425	1.2098525698585054	2.305327921133689
110_R1_001										16.05959001927875	7.752503395395246	17.382444588868605	5.707192166263752	8.210990508205768	1.20365114284366	1.3584256240995856
110_R2_001										15.407388354978687	7.4080518710427645	17.336637289904928	6.330200247267465	9.028122524220798	1.8437629959729653	3.723985676878266
117_R1_001										15.84349716285986	7.06829041001902	15.976547546708339	5.236852052657557	7.1315330411034825	0.8798436477091001	1.6512363946839896
117_R2_001										15.687241957171501	7.276935535147551	16.43850247551004	5.835280358137783	7.0069046633156065	1.2183947555859653	2.5609424910643392
118_R1_001										15.989665112369986	6.900372427321646	16.099829618981794	5.687199125032256	7.1095807498379475	0.5243433069504827	1.0390347771109005
118_R2_001										15.24878697149944	7.120254706603238	16.71858264548791	6.10984781990602	7.57994300997114	1.4017754601643502	2.5954257679518795
119_R1_001										16.79902102037285	7.786487012768544	17.65632065802132	5.526566952092953	7.227047270651693	0.7598914056859484	1.0152778881535836
119_R2_001										15.844330372705965	7.372795543854786	17.36009908906354	6.525962237501583	8.78102474350412	1.5508904465238733	3.635405905603945
11_R1_001										15.38018599075339	7.014871864797953	16.660586150017785	6.47034441153526	9.12290635957651	1.5303415779448484	1.5097085288999552
11_R2_001										15.199382337735004	7.210522303859719	17.653159418010603	6.771942632921897	9.75329979403043	2.0584728533836136	2.0538590838319895
120_R1_001										16.62910372059583	6.810869406075973	14.924707185227273	4.567949868291202	5.978483071105579	0.6767628435402964	1.2921496192078001
120_R2_001										16.513388814613663	7.2258364649193325	15.2282689139242	5.154619474567756	6.044419865694649	1.1527185435496272	2.060674242868477
121_R1_001										15.155486844088875	6.467652352412981	15.814177877945882	6.104639611116017	9.473595274488504	1.5654664792077926	2.3583430113535466
121_R2_001										14.473196966918106	6.5087571997856575	16.252738553817483	6.746571267982363	10.254514361162414	2.6897384012466823	3.2699613819471147
127_R1_001										15.867214553883112	6.924160684287811	15.6876632446765	5.351726277287974	6.724296904276107	0.6577876050842159	1.5898515422518178
127_R2_001										15.64217366258617	7.158918814675818	16.752787350031543	5.72193818211599	7.01101241473053	1.1189499213184713	2.497905509506208
128_R1_001										15.083876300890973	6.28038992932162	14.577324285727771	4.700931986949415	5.962142188742168	0.9638169291355194	0.9364567058121912
128_R2_001										15.66651563001606	6.700576587913955	14.981167289725509	4.603106227143675	5.9662727319502835	1.1223944783453161	1.647034985731348
129_R1_001										8.411056858043187	3.056411496336908	6.931390870407257	2.4730416904981225	4.420758340984454	1.209052582967198	17.566610864712853
129_R2_001										8.665624533692858	3.181331342983347	7.138764702343418	2.161524456588012	3.723654461589495	1.0670514501090589	19.209611266355797
12_R1_001										15.204750276752735	6.660255276799289	16.258372190358962	6.50303945561986	9.302710335508683	1.6652046040071429	1.3927616583539517
12_R2_001										15.12195862480444	7.095835217209066	17.475055128232686	6.81411407615655	9.853263917222845	1.5182992940251103	1.6600165974177052
131_R1_001										14.493446618829672	5.56707893546738	10.501413585982112	2.7896897898487896	3.418235901221531	0.6230144797264592	1.6497917798269461
131_R2_001										15.367541428523793	6.057103518169311	11.290966227598405	2.6503841634673586	3.0104985017946104	0.27970854181995936	2.672440241421819
137_R1_001										15.339705486191937	6.64599081959127	14.231091858143447	4.117657049427752	4.164218090862243	0.669291124143696	1.5796796704326088
137_R2_001										15.43065361253361	6.7407070222921694	15.28886444583047	4.523732473775745	5.2773318328503995	0.7835459782235467	2.8874008819716583
138_R1_001										14.620244677141198	6.585899737086655	16.131491932111174	6.098801065234738	7.217751052159342	1.317808210287903	1.2017673953737353
138_R2_001										13.782386127793234	6.582263535338055	16.94304219445164	6.248257069981958	8.824082211287134	1.539599415957768	2.791376243337411
139_R1_001										15.9421963351173	6.731645469826647	14.047981546380592	4.292411812721948	6.274211557404586	1.0260337044382228	1.1872621495540054
139_R2_001										15.958333720220613	6.955537443453427	15.169265160042942	4.742941761276473	6.149384389136366	1.3690742727138676	2.110033817794196
13_R1_001										15.334152372525828	6.269457034368707	14.816755865980452	5.958536476039628	7.773977396195043	1.5726182889213254	1.9107855879314732
13_R2_001										15.653395201138022	6.626233580661943	15.709459458762018	5.879099925340043	8.076412478211886	1.4779325396017262	2.1021250374707114
140_R1_001										16.027230213275818	6.507764882616502	12.679440070188889	3.654520300134296	4.38635974631595	1.0632668048144283	1.132073364939144
140_R2_001										16.57750081514148	6.658296018548149	13.445670985186165	3.613206299188866	4.838981717152428	0.6920783071773625	2.02758719667916
147_R1_001										15.32897980161774	6.161946409672868	12.60296114857124	3.9679737811346567	5.171254928208771	0.6787130229314227	1.5526428009668247
147_R2_001										16.322977420178226	6.752225989718001	13.432500403371025	4.069896088463013	4.608211372812893	0.8228995969981735	2.2658266870617276
148_R1_001										15.380590988684029	6.118287083807846	13.998295000700953	5.801088786857588	7.668667956721528	1.1800589837389128	1.6670006385004341
148_R2_001										15.39370208444026	6.541343710725315	15.621118666331627	5.711526173711229	8.241630641382867	1.1751454650651896	1.7645978975812078
149_R1_001										33.479216622729574	5.839368394488972	11.498874255029866	4.905913290785053	10.314962886240375	3.0268194133640574	10.951561113785655
149_R2_001										33.84669690974294	5.965748596411647	12.295094357577167	5.6964284178516085	10.703592492926864	3.5011195902619514	11.734249051140402
150_R1_001										15.288793646851989	6.371307758110343	14.651577018485174	5.522355312582747	8.490329170898116	2.1836511935345646	3.714988728301077
150_R2_001										15.538981395418944	6.757959489153821	15.671980735272145	5.374078017353848	8.994254935383063	2.3106964942078716	3.9005673404119587
18_R1_001										15.763834182009997	6.751359683091837	16.070298078231133	6.105967638684402	8.283407580025683	1.6662633345778004	1.8099004002135821
18_R2_001										15.691584614152534	7.276462694642389	16.895402469205237	6.323273888495448	8.463128815990133	1.7008805671167007	1.8855487723080284
19-G_R1_001										13.65766820381088	3.8404684852524067	4.733810070527515	0.7591789603959764	0.4712243220902323	0.1341020532247493	0.41015855568079984
19-G_R2_001										14.350124592062553	3.892454575488845	5.435464613709429	0.9484010623705105	0.7293333242053935	0.0674499242167869	1.21266665860069
19-S_R1_001										12.531122599492623	4.146493748428071	7.002653726454143	1.4408595465362894	1.4250013942358803	0.12351825654530318	0.2353320210751945
19-S_R2_001										13.252128915398767	4.151523081479688	6.93768289852935	1.9701451665918963	2.2516790797439743	0.46003054098114365	1.0389537567512324
19_R1_001										15.020606307021067	6.827188500533385	16.197377212733453	5.717572774158927	7.4503511420397395	1.9542597076057937	2.123976259879989
19_R2_001										15.253090644541592	6.862975487355041	16.617270911553074	6.114653696306297	9.12813424253284	1.6081766790933685	2.6509685451970224
1_R1_001										15.502939037026142	6.8714049212933865	15.979697126109924	6.111123334574758	8.571122308497307	1.2993941177439716	1.1336176713684525
1_R2_001										15.51362039899673	6.989072328021723	17.23890057501426	6.3632398036743645	8.755676899226323	1.3535297032084062	1.823388941188336
20-G_R1_001										13.481954039354797	3.982027964004691	5.080679691516967	0.7183787497047122	0.43195755956808984	0.0571857890415193	0.341362498412677
20-G_R2_001										14.235784137074104	4.011651059792932	5.636973422065986	1.1007390915430508	0.731957892098949	0.032928215122279204	1.0211247302298725
20-S_R1_001										11.523597477075095	3.176139850093682	4.600886859509327	1.0525157516850852	0.9755619831703959	0.09950998623538963	0.22974243408512238
20-S_R2_001										12.229802698308626	3.2108222704390634	5.186530172491828	1.2708563897880358	1.2593602284597167	0.19661581966157576	1.189519398434317
20_R1_001										14.732109615350272	6.398002073973109	15.882260499907503	6.620056504802374	8.481962098674876	1.4814436624282548	3.088953324123046
20_R2_001										14.766401880300714	6.721259361618917	16.970045347760777	6.762702962752836	8.70965129396672	1.4930743778849942	3.4313892717535177
21_R1_001										15.503775492857377	6.6506189364947055	15.598779706237451	5.65351992500575	7.556125501074355	1.8318221252283877	2.276604160203588
21_R2_001										15.761798094261989	7.043978860853703	16.770672238103217	5.6427212715584725	8.05520936487024	1.282651044635037	2.3735346209608865
28_R1_001										15.62197223059288	7.048471607191507	16.829889947472996	6.133850456397242	8.089027204460463	1.2310241790495327	1.810036998106666
28_R2_001										15.63745064603671	7.328686393134988	17.9461290129956	6.551057672288523	8.22558446451047	1.219010320606305	2.348022841657569
29_R1_001										14.623408137631804	6.43595747194886	15.885109026088676	6.610718047041998	9.765426507027076	1.4898437099477488	2.0885446552012814
29_R2_001										14.704616884953975	6.669785883893874	16.600195588040506	6.626075355235346	9.496194429056874	1.9135593280862169	2.31786457636312
