""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1"	"LOC132465793"	65.1264963083625	0.698496430172263	0.232485114905415	3.02587455357171	0.00247915136146619	0.0269756162736782
"2"	"LOC132465761"	54.0933347226939	0.713254465585039	0.234410759747435	3.08315693172569	0.00204817114765106	0.023857583312022
"3"	"fkbp5"	480.905985522701	-0.786185503726474	0.193084991032133	-4.07135047239592	4.67413622248188e-05	0.0015728684783847
"4"	"LOC132466214"	17.5472999253102	0.741494927525233	0.233504340582783	3.19096470526431	0.00141798601399893	0.0186040276944968
"5"	"fbxo2"	13.3122643182273	-0.730036491954893	0.231133986659142	-3.1540096362734	0.00161043768142406	0.0202867699955473
"6"	"LOC132466537"	369.510785977421	0.694047077195666	0.145223199543132	4.77962647539194	1.75621166372336e-06	0.000129594157134754
"7"	"tafa3a"	17.6186491775266	0.648849693572267	0.233410151274088	2.81294348529842	0.00490902780979965	0.041441659274714
"8"	"LOC132466614"	158.413213376496	0.694738697258842	0.140322977449581	4.94842331640304	7.48170548724743e-07	6.17963367432477e-05
"9"	"ccdc3b"	44.6627750747538	0.85627182407401	0.198500141295616	4.31295483049697	1.61087038414766e-05	0.000701114454321991
"10"	"glt8d1"	240.120643072911	0.601756941881827	0.198673714971291	3.03267904660563	0.00242393253971091	0.0265736857690629
"11"	"jph2"	43.0332883385271	0.664806230112382	0.209946642134594	3.15972183935846	0.00157919827728983	0.0200496116654692
"12"	"LOC132460928"	9.74744978392982	-0.645349194238402	0.223943236608718	-2.87468643641979	0.00404428922398798	0.0369652365181362
"13"	"LOC132460796"	20.8752630810711	0.633878243187509	0.223504519722826	2.83466505166633	0.00458737544273205	0.039860536049609
"14"	"haus7"	20.0442463574781	-0.635294835209905	0.185818306293436	-3.41816668232794	0.000630444849387302	0.0104026978155996
"15"	"flna"	1828.85167090548	1.5705909684174	0.225126747743277	3.59372405501616	0.00032598507647714	0.00652754368880617
"16"	"pofut1"	308.609275000097	0.639614917130639	0.199994555748392	3.20223123188404	0.00136367486775151	0.0181566313587841
"17"	"LOC132467064"	6.89179474589256	0.703963645422555	0.221914000794411	3.14971295716552	0.00163430949478632	0.0204457462355497
"18"	"LOC132467332"	41.6152698002611	0.714756583999515	0.229284749595681	3.12898308905081	0.00175412403362462	0.0215187350859081
"19"	"dhh"	53.3024443971007	0.672211127032067	0.150890892937932	4.45131793420636	8.53448743322822e-06	0.000451148522970322
"20"	"LOC132445430"	849.996087887201	-0.76369173638093	0.182632868882843	-4.18138035408575	2.8974470550349e-05	0.00110040182651118
"21"	"plxna2"	13.731641216671	0.717057941505091	0.230484373539344	3.10177730308413	0.0019236261083578	0.0228884925015416
"22"	"si:ch211-210c8.6"	98.9296944528144	-0.66783073974039	0.158537721494897	-4.21040375418726	2.54914705307858e-05	0.000985557199750087
"23"	"LOC132464990"	26.3111168098614	0.685588493521207	0.234207323345361	2.95676993515721	0.00310879982983283	0.0314274152477606
"24"	"LOC132465765"	6735.69190698936	0.6394534626089	0.125754983192186	5.08517764936678	3.67282129268406e-07	3.5126186270887e-05
"25"	"si:ch73-217n20.1"	84.1533361683199	0.609668156135404	0.198145003173469	3.07498958154888	0.0021050990706007	0.0242294736257501
"26"	"aaas"	35.1179509551243	-0.605051472154274	0.195938859438602	-3.08554854943527	0.00203177051280827	0.023761744122843
"27"	"LOC132472893"	16.6367296511984	0.772460081959942	0.227151570234749	3.54372735483038	0.000394512993850026	0.00744809791116601
"28"	"ptges3b"	957.750860004579	-0.841028000725192	0.15498417172402	-5.42635993723151	5.75149187436661e-08	8.1970036644772e-06
"29"	"prim1"	16.9167025231262	-0.626284339929594	0.217873915757332	-2.87535239539925	0.0040357679271785	0.0369652365181362
"30"	"rbm38"	25.3384190769517	0.643904932162446	0.209029563057739	3.07360367811448	0.00211490185967688	0.024264187150286
"31"	"irf10"	125.714873924748	-0.929985230154644	0.167372423776379	-5.55385000110432	2.794453006133e-08	4.66930613220177e-06
"32"	"cnbpa"	3346.91545250025	-0.650175454947929	0.138869663947284	-4.68177716579378	2.84398537058346e-06	0.000185394687588214
"33"	"LOC132452117"	8.97391708042395	0.731674097019779	0.23037157519801	3.16498369037065	0.00155091644377989	0.0198408103413483
"34"	"qars1"	166.711618397833	-0.617212569626734	0.192889441246068	-3.200896278144	0.00137000838680355	0.0182071243331884
