Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
11_R2_001	11_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21594327.0	3.2 Gbp	0.0	150.0	50.0	27.427378714256513	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
120_R1_001	120_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20779302.0	3.1 Gbp	0.0	150.0	49.0	34.56412687958688	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
120_R2_001	120_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20779302.0	3.1 Gbp	0.0	150.0	50.0	32.81576199757533	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
121_R1_001	121_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21456291.0	3.2 Gbp	0.0	150.0	48.0	28.37717339715916	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
121_R2_001	121_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21456291.0	3.2 Gbp	0.0	150.0	50.0	26.25493658663625	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
127_R1_001	127_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23530739.0	3.5 Gbp	0.0	150.0	49.0	32.50424276660792	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
127_R2_001	127_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23530739.0	3.5 Gbp	0.0	150.0	51.0	30.236256966615343	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
128_R1_001	128_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10043842.0	1.5 Gbp	0.0	150.0	47.0	37.83558936293601	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
128_R2_001	128_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10043842.0	1.5 Gbp	0.0	150.0	49.0	36.20378134313212	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
129_R1_001	129_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9630425.0	1.4 Gbp	0.0	150.0	57.0	32.216206056118516	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
129_R2_001	129_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9630425.0	1.4 Gbp	0.0	150.0	62.0	30.537308380793444	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
12_R1_001	12_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20685298.0	3.1 Gbp	0.0	150.0	48.0	30.080662038510415	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
12_R2_001	12_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20685298.0	3.1 Gbp	0.0	150.0	49.0	28.308864122948034	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
131_R1_001	131_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9145953.0	1.3 Gbp	0.0	150.0	48.0	45.80496189563144	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
131_R2_001	131_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9145953.0	1.3 Gbp	0.0	150.0	50.0	43.78252850923561	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
137_R1_001	137_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8306103.0	1.2 Gbp	0.0	150.0	48.0	39.14162361003688	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
137_R2_001	137_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8306103.0	1.2 Gbp	0.0	150.0	50.0	36.0563857160369	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
138_R1_001	138_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8479903.0	1.2 Gbp	0.0	150.0	47.0	34.30568290671504	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
138_R2_001	138_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8479903.0	1.2 Gbp	0.0	150.0	49.0	31.792738133858204	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
139_R1_001	139_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9694605.0	1.4 Gbp	0.0	150.0	48.0	37.35128532891094	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
139_R2_001	139_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9694605.0	1.4 Gbp	0.0	150.0	50.0	35.0843845039483	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
13_R1_001	13_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18576658.0	2.7 Gbp	0.0	150.0	47.0	30.902178263148016	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
13_R2_001	13_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18576658.0	2.7 Gbp	0.0	150.0	49.0	29.398593852261314	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	fail	warn	fail
140_R1_001	140_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9543338.0	1.4 Gbp	0.0	150.0	47.0	40.00865228855701	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
140_R2_001	140_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9543338.0	1.4 Gbp	0.0	150.0	49.0	38.23548033335147	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
147_R1_001	147_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8789658.0	1.3 Gbp	0.0	150.0	46.0	39.64892121423986	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
147_R2_001	147_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8789658.0	1.3 Gbp	0.0	150.0	48.0	37.05548440092692	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
148_R1_001	148_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24830839.0	3.7 Gbp	0.0	150.0	48.0	30.528304127544498	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
148_R2_001	148_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24830839.0	3.7 Gbp	0.0	150.0	49.0	28.496560461657467	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
149_R1_001	149_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96920347.0	14.5 Gbp	0.0	150.0	52.0	14.75876151164879	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
149_R2_001	149_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96920347.0	14.5 Gbp	0.0	150.0	54.0	11.845962044420242	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
150_R1_001	150_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27537784.0	4.1 Gbp	0.0	150.0	47.0	27.568092355498536	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
150_R2_001	150_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27537784.0	4.1 Gbp	0.0	150.0	48.0	25.663575515250358	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
18_R1_001	18_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17735900.0	2.6 Gbp	0.0	150.0	47.0	30.07795245866223	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
18_R2_001	18_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17735900.0	2.6 Gbp	0.0	150.0	49.0	28.881495073009315	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
19-G_R1_001	19-G_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22950492.0	3.4 Gbp	0.0	150.0	48.0	54.5782122211117	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	fail
19-G_R2_001	19-G_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22950492.0	3.4 Gbp	0.0	150.0	49.0	51.664123971775844	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	warn	warn	fail
19-S_R1_001	19-S_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24790925.0	3.7 Gbp	0.0	150.0	52.0	53.755538522013104	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	fail
19-S_R2_001	19-S_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24790925.0	3.7 Gbp	0.0	150.0	52.0	50.80117476312124	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	fail
19_R1_001	19_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17849441.0	2.6 Gbp	0.0	150.0	46.0	30.409094690129933	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
19_R2_001	19_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17849441.0	2.6 Gbp	0.0	150.0	48.0	28.371088571818863	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
1_R1_001	1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21254741.0	3.1 Gbp	0.0	150.0	48.0	30.130767785530853	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
1_R2_001	1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21254741.0	3.1 Gbp	0.0	150.0	50.0	28.388836067727997	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
20-G_R1_001	20-G_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24302629.0	3.6 Gbp	0.0	150.0	48.0	55.2959523590039	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	fail
20-G_R2_001	20-G_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24302629.0	3.6 Gbp	0.0	150.0	49.0	52.2943054342045	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	warn	warn	fail
20-S_R1_001	20-S_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16570250.0	2.4 Gbp	0.0	150.0	49.0	57.350691306028935	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	fail
20-S_R2_001	20-S_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16570250.0	2.4 Gbp	0.0	150.0	50.0	54.70865960981367	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	fail
20_R1_001	20_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17220964.0	2.5 Gbp	0.0	150.0	48.0	29.23323865439102	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
20_R2_001	20_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17220964.0	2.5 Gbp	0.0	150.0	50.0	27.792237393730634	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
21_R1_001	21_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17405352.0	2.6 Gbp	0.0	150.0	47.0	30.88050007642788	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
21_R2_001	21_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17405352.0	2.6 Gbp	0.0	150.0	49.0	29.508741452692444	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
28_R1_001	28_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19005042.0	2.8 Gbp	0.0	150.0	48.0	30.30348328294807	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
28_R2_001	28_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19005042.0	2.8 Gbp	0.0	150.0	50.0	28.505297417254972	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
29_R1_001	29_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18870941.0	2.8 Gbp	0.0	150.0	48.0	30.44790165084523	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
29_R2_001	29_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18870941.0	2.8 Gbp	0.0	150.0	50.0	29.49925642993006	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	fail	warn	fail
2_R1_001	2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19610239.0	2.9 Gbp	0.0	150.0	51.0	31.225677541097003	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
2_R2_001	2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19610239.0	2.9 Gbp	0.0	150.0	52.0	28.286792389485484	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
30_R1_001	30_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19855818.0	2.9 Gbp	0.0	150.0	48.0	32.97756855837757	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
30_R2_001	30_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19855818.0	2.9 Gbp	0.0	150.0	49.0	31.36457964085818	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
31_R1_001	31_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19015313.0	2.8 Gbp	0.0	150.0	50.0	33.31577654352002	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	warn
31_R2_001	31_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19015313.0	2.8 Gbp	0.0	150.0	51.0	30.791869915042298	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	warn
37_R1_001	37_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16337076.0	2.4 Gbp	0.0	150.0	45.0	31.454248469838102	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
37_R2_001	37_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16337076.0	2.4 Gbp	0.0	150.0	46.0	29.60472849567776	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
38_R1_001	38_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18364073.0	2.7 Gbp	0.0	150.0	46.0	29.80733904375902	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
38_R2_001	38_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18364073.0	2.7 Gbp	0.0	150.0	48.0	28.022620165159196	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
39_R1_001	39_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18096796.0	2.7 Gbp	0.0	150.0	45.0	28.651439478074558	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
39_R2_001	39_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18096796.0	2.7 Gbp	0.0	150.0	47.0	26.759451361532843	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
3_R1_001	3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20708580.0	3.1 Gbp	0.0	150.0	49.0	29.496215965624216	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
3_R2_001	3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20708580.0	3.1 Gbp	0.0	150.0	51.0	28.047546297483027	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
40_R1_001	40_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16717895.0	2.5 Gbp	0.0	150.0	46.0	27.171002556872992	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
40_R2_001	40_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16717895.0	2.5 Gbp	0.0	150.0	48.0	25.50791222468231	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
41_R1_001	41_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16333017.0	2.4 Gbp	0.0	150.0	47.0	27.58538851059869	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
41_R2_001	41_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16333017.0	2.4 Gbp	0.0	150.0	49.0	26.449794283278393	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
47_R1_001	47_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18589538.0	2.7 Gbp	0.0	150.0	46.0	31.027866567232003	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
47_R2_001	47_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18589538.0	2.7 Gbp	0.0	150.0	48.0	29.19582683387562	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
48_R1_001	48_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20220755.0	3 Gbp	0.0	150.0	46.0	24.670901839221035	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
48_R2_001	48_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20220755.0	3 Gbp	0.0	150.0	48.0	22.82605317469132	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
49_R1_001	49_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20163020.0	3 Gbp	0.0	150.0	46.0	33.08052755426079	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
49_R2_001	49_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20163020.0	3 Gbp	0.0	150.0	48.0	32.21058984025233	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
4_R1_001	4_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20853504.0	3.1 Gbp	0.0	150.0	49.0	29.39144592160582	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	warn
4_R2_001	4_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20853504.0	3.1 Gbp	0.0	150.0	51.0	27.835240261044774	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	warn
50_R1_001	50_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18940766.0	2.8 Gbp	0.0	150.0	48.0	34.9718029608104	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
50_R2_001	50_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18940766.0	2.8 Gbp	0.0	150.0	49.0	33.221333589531724	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
57-G_R1_001	57-G_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28920475.0	4.3 Gbp	0.0	150.0	48.0	48.52656100912752	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
57-G_R2_001	57-G_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28920475.0	4.3 Gbp	0.0	150.0	49.0	46.273055237097914	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
57-S_R1_001	57-S_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13188766.0	1.9 Gbp	0.0	150.0	51.0	35.17420462104373	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
57-S_R2_001	57-S_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13188766.0	1.9 Gbp	0.0	150.0	53.0	33.5476703847337	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
57_R1_001	57_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19882254.0	2.9 Gbp	0.0	150.0	48.0	33.18566581898831	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
57_R2_001	57_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19882254.0	2.9 Gbp	0.0	150.0	49.0	32.01980994783138	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
58-G_R1_001	58-G_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29409480.0	4.4 Gbp	0.0	150.0	47.0	48.27726755914621	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
58-G_R2_001	58-G_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29409480.0	4.4 Gbp	0.0	150.0	48.0	45.946962707648744	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
58-S_R1_001	58-S_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15714480.0	2.3 Gbp	0.0	150.0	45.0	38.981335640537566	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
58-S_R2_001	58-S_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15714480.0	2.3 Gbp	0.0	150.0	47.0	37.551821750268985	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
58_R1_001	58_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19721127.0	2.9 Gbp	0.0	150.0	47.0	31.39127985232875	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
58_R2_001	58_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19721127.0	2.9 Gbp	0.0	150.0	48.0	30.178750126992078	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	fail	fail	fail
59_R1_001	59_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18709344.0	2.8 Gbp	0.0	150.0	47.0	30.13583516167342	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	warn
