Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
137.flexbar_trim.R_1										15.340383193062781	6.715808456329333	14.521851649966347	4.184013750695544	4.279025907283147	0.5972811507723895	1.4992401218145857
137.flexbar_trim.R_2										15.530857129928844	6.84278657480845	15.62817587815891	4.46694564380658	5.319063835925678	0.8061094235466667	2.780879536576066
138.flexbar_trim.R_1										14.560747701042203	6.674140018128334	16.449329345179525	6.338284593913174	7.144454355661319	1.290756541437558	1.238944059023308
138.flexbar_trim.R_2										13.789063719420211	6.726353227543509	17.251230055770016	6.409329460052499	8.772355777916285	1.4478020335996888	2.818798813193295
139.flexbar_trim.R_1										15.944656406250724	6.791412609174036	14.201549792489748	4.423420962991788	6.326961814809367	1.0040024687210674	1.2285927506974463
139.flexbar_trim.R_2										16.008740723665422	7.000753366075776	15.527208966247933	4.7269512593838305	6.361958571820442	1.1822978402800555	2.149789655506235
140.flexbar_trim.R_1										15.979516194273682	6.571650371137842	12.848631520720799	3.6438268727818057	4.497617506749471	0.9870967221752723	1.178790519469072
140.flexbar_trim.R_2										16.61948761287278	6.711468875600135	13.735338163188773	3.6555905430006157	4.843995081000236	0.7152336060965427	2.074993950799317
147.flexbar_trim.R_1										15.329490322858947	6.212883449355341	12.820803814314651	4.013928302558022	5.313964542484415	0.5563519597185784	1.6165777972842958
147.flexbar_trim.R_2										16.384099640033316	6.8173689808248366	13.677281885876603	4.192870596271313	4.574141089929287	0.7225742609270405	2.2909760045667737
148.flexbar_trim.R_1										15.284703664346605	6.11841404646238	14.14147417957997	5.964949409335357	7.765120273040135	1.1069305371214972	1.678265573169342
148.flexbar_trim.R_2										15.355260197547555	6.555970973350019	15.808921519291289	5.800515598497063	8.194368875413275	1.1371954438634848	1.7331787374381065
149.flexbar_trim.R_1										33.55336144285498	5.730073441038495	11.483359881182084	4.983864948204988	10.541828837017865	3.0380166578470846	10.6638564577442
149.flexbar_trim.R_2										33.926986235227524	5.865205875694471	12.400712006807327	5.6887221990318055	10.806582458593581	3.6722766266293054	11.28979806609356
150.flexbar_trim.R_1										15.21260667516404	6.389434974647207	14.712775605350908	5.644509522197973	8.643380728199132	2.2707450814944123	3.6629585253685426
150.flexbar_trim.R_2										15.56069905687974	6.788509999793278	15.807434417189409	5.482132746714076	9.065965181296649	2.315596570068456	3.8885104452530017
18.flexbar_trim.R_1										15.703541630342812	6.764394326212521	16.301306041281904	6.247619169914792	8.305601097470397	1.6393022821561312	1.8634083647669157
18.flexbar_trim.R_2										15.700926308977275	7.314987234315009	17.18092501462837	6.28604602397798	8.572428238686241	1.6450371862318944	1.8479062100715413
19-G.flexbar_trim.R_1										13.609273883251479	3.8058773057211357	4.57355804364513	0.7142685837876089	0.4473713478891848	0.14048436094236158	0.43032093436964225
19-G.flexbar_trim.R_2										14.234207149897815	3.8703123213086306	5.356982791203448	0.9709806692235389	0.7002225750619118	0.06996955648741089	1.2474535809442933
19-S.flexbar_trim.R_1										12.436915061455982	4.132951872488004	6.761564386175696	1.2902229863891317	1.1422156980989906	0.06131200016364307	0.25304185803213997
19-S.flexbar_trim.R_2										13.280315658188876	4.136831534891065	6.900682378982284	1.9826588331921773	2.1871966083778482	0.4904874114239908	1.0983769543649662
19.flexbar_trim.R_1										14.952447919752942	6.869991299179651	16.416246935208033	5.813304530178528	7.646113725772982	1.8557003677339252	2.0625891455113083
19.flexbar_trim.R_2										15.245133277776892	6.913216068698455	16.824634057978894	6.274824986313489	8.960922666618815	1.644041569886644	2.6227129566605343
2.flexbar_trim.R_1										15.803180931473346	7.68341164485823	18.11538215158733	5.816305163002923	7.192655298861522	0.6580668986990732	0.9211049083666625
2.flexbar_trim.R_2										14.932521632329326	7.45000463352421	18.069158924642355	6.6744336891937674	9.006165794470915	1.6423425776268838	2.9444650824393674
20-G.flexbar_trim.R_1										13.495706238157098	3.8871100148030706	4.8774922819060755	0.5928201598763908	0.34646851581283794	0.08394592264055434	0.31279350009605783
20-G.flexbar_trim.R_2										14.160496592461131	3.9879144154318804	5.502804664909506	1.089925156292091	0.70399952756404	0.03449806039685995	1.0592807546582084
20-S.flexbar_trim.R_1										11.36649261319646	3.1353539600420177	4.4882000460472735	1.0548656045294302	0.9693509797045817	0.10422996787211698	0.24122906915396264
20-S.flexbar_trim.R_2										12.130396194741577	3.226554891310672	5.122898584508525	1.2978936477880785	1.2874480812939526	0.3105616041428254	1.0884890647383605
20.flexbar_trim.R_1										14.6886483575774	6.399064894327802	16.136676699229128	6.78146760209406	8.424479702442168	1.5244854864245632	3.115749736364555
20.flexbar_trim.R_2										14.76410800232984	6.760088463683258	17.27512576017272	6.832174707940291	8.61971956045804	1.5276121678320531	3.348738586007512
21.flexbar_trim.R_1										15.404602753838429	6.6780131130485225	15.809800753489455	5.784017818137073	7.644711476433757	1.8756370375396876	2.217729590928428
21.flexbar_trim.R_2										15.766267159584904	7.08690448422674	16.98747950002947	5.7215075391347	7.985294982139675	1.4091143649161861	2.213798163342945
28.flexbar_trim.R_1										15.557264712564795	7.069956545832208	17.007054830684403	6.218511213697051	8.310935697173807	1.0913449706660627	1.869142261162162
28.flexbar_trim.R_2										15.693112907794498	7.390462591702411	18.25084385222426	6.556690272386093	8.20885647533363	1.279105949061378	2.27240645661245
29.flexbar_trim.R_1										14.531218204151536	6.438412528046477	16.113940774342588	6.711407276644472	9.891870326155054	1.5075784710989717	2.096184180244658
29.flexbar_trim.R_2										14.664732047376331	6.698618586139404	16.894852848938047	6.745830799369331	9.544474186942086	1.9929554390275221	2.186365738094976
3.flexbar_trim.R_1										14.793495545486163	6.584793910373208	16.477336241520675	6.910913804491988	9.703968255246204	1.5325763194491955	2.174677937631247
3.flexbar_trim.R_2										14.638456295534382	6.887853685311937	17.61344138083776	7.066035465886658	9.839128644127394	2.039786625921345	2.527604423046886
30.flexbar_trim.R_1										15.470367427064627	6.80845425009987	15.70358650536558	5.528483891614343	7.096697921173946	1.4772645106321547	1.4065577838791243
30.flexbar_trim.R_2										15.718851496812844	7.054695268527896	16.606389441908505	5.849239016415188	7.494078390260439	1.2577352084613918	1.7314175163339736
31.flexbar_trim.R_1										14.979672751625836	6.997519746896754	15.681553071556861	5.345996725821578	7.778590093870406	1.5943798065351904	1.0658468554492584
31.flexbar_trim.R_2										14.448696884729706	6.684025728860926	16.344555605588205	6.172736108204031	8.680561909751553	1.6961216705387923	3.009312899132777
37.flexbar_trim.R_1										15.688750713482003	6.704131937654807	15.353392547144374	5.547066221132424	7.727664867028963	1.8528501222781997	1.579050320428306
37.flexbar_trim.R_2										16.06256019632101	7.031840184362656	16.123167005597157	5.675455578244403	8.20150790923396	1.2184036063213701	2.1033583437280496
38.flexbar_trim.R_1										15.634371984490372	6.355164235774067	14.153276903602844	4.991099076417328	7.000951373898551	1.8113527725603353	4.946153471696179
38.flexbar_trim.R_2										16.325755780287288	6.7841075293885735	14.856246641300572	4.981787963513078	7.462194687931069	1.514508215091005	4.902271794467308
39.flexbar_trim.R_1										15.953512083725904	6.591422508331791	15.761117641210989	6.248077815520101	8.701965750011476	2.2327089117949246	1.7604085826643971
39.flexbar_trim.R_2										16.21314100070357	7.09313336904103	16.86875715835104	6.107870687623832	9.128976612257254	1.7925646104950284	2.119028111309587
4.flexbar_trim.R_1										14.864684248930264	6.497931917648583	16.40621590974771	7.042245853695156	9.923356527681847	1.5146261944832633	1.139388791506837
4.flexbar_trim.R_2										14.445103052734293	6.745402558328021	17.520980857603494	7.172639698514994	9.848016631545656	1.8282231937935216	2.2373743728393447
40.flexbar_trim.R_1										15.359251301742793	6.211854541563973	14.04958012048155	5.107845989045703	8.09028432261831	2.238588785564486	6.261158433485092
40.flexbar_trim.R_2										15.9950442468862	6.7774621300862385	14.519443350445501	5.169603813982634	7.743926287150349	1.8520125946640043	6.795706477285815
41.flexbar_trim.R_1										12.509006499578101	4.881281704572796	12.392283796784229	5.579744453899683	11.671573198849725	2.0267409316421756	9.169839293903141
41.flexbar_trim.R_2										12.299912933595902	4.8364595836883755	13.06768139339495	6.155645163682614	10.599690273087699	2.1039469507369133	9.953252193488234
47.flexbar_trim.R_1										15.916656701222	6.955216734752806	16.13898234108413	5.789913853192165	7.48055646866138	1.4373545004477972	1.5554209227114721
47.flexbar_trim.R_2										16.30060499834428	7.4211160407451	17.374865095104038	5.8763492932697	7.220050881974062	1.372466277106222	1.8653473219664534
48.flexbar_trim.R_1										14.522699886892473	5.823278136421963	14.10459107047807	5.722329289729132	10.675321928276613	2.592733896836541	5.148476901155482
48.flexbar_trim.R_2										14.46704993748634	5.911212385114839	14.36584430681173	6.137690638692119	11.506208845839963	2.508865321148756	5.988720053783438
49.flexbar_trim.R_1										16.32577530635358	6.617569380092195	14.425439767930454	4.485907747161404	6.8123670924782775	1.157897455979843	1.2896288165768872
49.flexbar_trim.R_2										16.84569430479621	7.0848672853254	15.170726127575962	4.556375042547215	5.738921421895069	0.9802619090622324	1.6749937837457929
5.flexbar_trim.R_1										15.257940057888106	6.744938290024789	15.564189258813274	5.6309354743389415	7.5735119345103685	2.2930368348580155	2.8654742413615666
5.flexbar_trim.R_2										15.135778700818731	7.037905044814731	16.322295958241988	5.917864445957409	8.903283339893028	2.229394440475898	3.226250472093116
50.flexbar_trim.R_1										15.173494959260914	6.433257094252746	15.298092673417795	5.388996385522175	6.717567560873762	0.7277164306867446	1.1133935644189579
50.flexbar_trim.R_2										15.62425032371981	6.929086292243128	16.189607477347533	5.220995063896926	6.820510785077862	0.9293680867811026	1.5307663099637743
57-G.flexbar_trim.R_1										15.59405000525672	4.691863175917289	7.696202030419343	1.5026882390783476	0.8358154176327496	0.08735082234028711	0.35007189455408255
57-G.flexbar_trim.R_2										15.845456156591883	4.894846516741294	8.078418338051542	1.8215270589082653	1.4506543466354584	0.05557048778621154	0.9504188437166898
57-S.flexbar_trim.R_1										14.031029871683772	3.722758535885986	5.293629554298029	1.2986582666034796	1.6699056068892744	0.24906774898042855	9.18367603299297
57-S.flexbar_trim.R_2										14.344069617327088	3.5396659993908055	5.079706619418511	1.1846314379544107	1.9453220547713022	0.45603215011007303	10.514337499894118
57.flexbar_trim.R_1										16.192694985467345	6.915018180058059	15.317041364900627	5.1257099484970725	7.12675498001199	1.0206282879387094	0.9206184354902546
57.flexbar_trim.R_2										16.278416345173856	7.487461509752176	16.190085857540147	5.560722875591248	6.6532874599729785	0.8536880996785959	1.5203812733314934
58-G.flexbar_trim.R_1										15.40517854878308	4.4599549082288705	7.04840645130635	1.491216943054408	1.0661170426180893	0.0665110486899964	0.4597381434709021
58-G.flexbar_trim.R_2										15.962052852752459	4.753118767936102	7.627168243423853	1.6455676313029337	0.8739838476020013	0.10581061172112838	1.1393412324169678
58-S.flexbar_trim.R_1										17.239600015899985	4.591500785573223	7.164776215635955	1.7911474535587664	2.544183609870467	0.5809936392881061	2.6850938300512084
58-S.flexbar_trim.R_2										17.530744300732326	4.51162341255725	7.1831859860961895	1.8542108069926972	2.499811654671292	0.3032704121616976	3.0071848744104654
58.flexbar_trim.R_1										15.314447035865808	5.990272790627859	14.11006227807394	5.212388473338024	8.08764076171737	1.214344324720281	2.1460229247855547
58.flexbar_trim.R_2										15.629074147594643	6.515250905859626	14.868480202783937	5.240632319321628	7.442486208594387	1.183174030616993	2.5387599053394676
59.flexbar_trim.R_1										15.497728139387846	6.7431504037113275	15.758858161745296	5.839150264042975	7.778709728493567	1.6324737142505437	2.116725959245462
59.flexbar_trim.R_2										15.169643094030421	6.795474953264728	16.400699510357082	5.896149777135003	9.141627223655183	1.669958725139449	2.7216628660070756
60.flexbar_trim.R_1										15.436674310690385	6.3736627325259505	14.242163609830946	4.802696787617653	6.3640929990003325	1.3738892682769426	1.703284425853082
60.flexbar_trim.R_2										16.02914278963842	6.746868210685299	14.972501902953297	4.92603444973356	6.331882816639971	1.2162920629195213	1.9817909967553924
67.flexbar_trim.R_1										15.40302518681245	6.345776539867859	14.101179107234895	4.509164763070013	6.0860513751390934	0.7243452017020366	2.1278108768888875
67.flexbar_trim.R_2										15.436353474300793	6.6831803226611575	14.970770005034353	5.076647721606684	5.508282113699655	0.9311611621106424	3.049081733929848
68.flexbar_trim.R_1										15.493105673761345	6.2452426892232	14.223390697935445	4.822133954766069	7.2355048563226125	1.353204169328815	1.3897253600806392
68.flexbar_trim.R_2										15.758840790954887	6.599057516064817	14.796295703765534	4.903420857214225	7.007783016370368	1.1022057236777816	1.7750157488420664
69.flexbar_trim.R_1										15.886981081094442	6.424271914774972	14.91997301714078	4.872408641681219	6.184887193413166	0.9715897611590332	1.2046883603760514
69.flexbar_trim.R_2										16.469646474108586	6.944629470249803	15.872184666049623	4.708460356128185	6.240969145506132	0.8756396827661026	1.8765738604276998
70.flexbar_trim.R_1										15.777647126008956	6.764724771999322	14.638022395187052	4.63621059663054	6.721966389930148	1.3254612769255496	2.166672994088271
70.flexbar_trim.R_2										16.34467700116847	7.168100251885859	15.66610815760924	4.736498157545253	6.197138677127062	1.0194583522751646	3.0292981849977014
78.flexbar_trim.R_1										15.414097149156866	6.812003107963976	16.057050066833177	5.84731741255133	8.90163940572358	2.6907115534466266	3.5570280936838192
78.flexbar_trim.R_2										15.335814161070196	7.154214360113172	16.8969013689694	6.25465242363269	9.984015850044992	2.2553400746755403	3.971122506200453
79.flexbar_trim.R_1										15.496579222186158	7.18740719894068	17.289737317496463	6.285133229115281	8.198088087919936	1.9068749124652302	1.291373227169466
79.flexbar_trim.R_2										15.027973991610693	7.3617208816529685	18.080178964677156	6.627869739313584	9.070653845554624	2.2795368957702804	2.4752537069332075
80.flexbar_trim.R_1										16.062272240290472	6.873676675105855	15.33942771769555	4.9171551496911805	6.576688537418082	1.7619299340375545	1.905405792950599
80.flexbar_trim.R_2										16.581608321674086	7.366307754417798	16.249063109049228	4.9834540683132555	7.0078257338515595	1.4089148801250884	1.6181215534194715
83.flexbar_trim.R_1										15.511384177438101	7.086172304060731	17.101951724241523	6.377894247146178	9.413108328723242	2.353605161712366	1.9278837219053189
83.flexbar_trim.R_2										15.289166972569681	7.712949875166071	18.19789850306137	6.824179897155449	10.201498315218318	1.8131865396359075	2.367448030439186
88.flexbar_trim.R_1										14.203636122590291	5.856569068667241	14.867939782917864	6.632323501990263	11.110908714593759	2.9072062001286514	4.778035387164603
88.flexbar_trim.R_2										14.097953421844704	6.059759860554085	16.036633863689538	6.946850171108425	11.463167129625637	3.059295867429258	4.846621984019237
90.flexbar_trim.R_1										14.793646167676211	6.347255302886923	15.817190436629048	6.020843395217907	8.610524949496357	3.030547989592813	3.9400075816967224
90.flexbar_trim.R_2										14.92793612553276	6.689180422065352	16.63843859756703	6.029679783509807	9.845104870339854	2.452793658109247	4.417878104850113
91.flexbar_trim.R_1										15.194452709211312	6.56900497866059	16.0283213187872	5.989706377881942	7.788539604153079	1.306593136546039	1.75668343068722
91.flexbar_trim.R_2										15.175060752338448	7.029375933798937	17.13237164177988	6.291726488313996	8.121582833359193	1.2223970291506747	2.240274952311215
97.flexbar_trim.R_1										13.77130176840257	6.3967485377743385	16.712676100037964	6.5950925602186645	11.59081726336609	3.194132000433196	6.076289991452452
97.flexbar_trim.R_2										13.496894558393139	6.599677382624071	16.982290797137157	6.824653341400085	13.473035327989766	3.394344850772228	5.50771887878466
98.flexbar_trim.R_1										12.740976492086176	5.314170759557717	14.257634308102823	6.3459883888152016	10.44560289131367	2.9497387164201894	5.5219323432882605
98.flexbar_trim.R_2										12.585682421525851	5.2281624090937235	14.057008010361653	6.2107607881843006	12.719287246836492	2.777309268658188	6.609219150275582
99.flexbar_trim.R_1										15.322045245406727	6.499388760669027	15.34597430756314	5.507220508981551	7.419665077505721	1.2742269547880274	2.1345607243147913
99.flexbar_trim.R_2										15.257097624578062	6.917271799106444	16.350237404211185	5.583141205046396	8.096830727462704	1.0048804438308907	2.7538590449540346
RESUB-116.flexbar_trim.R_1										16.013773742470992	6.93561542184116	14.875086577034825	4.514103197944167	5.933673110498421	1.1761961208544554	0.8916795657042385
RESUB-116.flexbar_trim.R_2										16.06510369611815	7.065217792402406	15.597468175541579	4.917605746459784	6.419966512447747	1.0301937650925	1.6977962724626254
RESUB-156.flexbar_trim.R_1										16.262430704805087	7.12176904252198	15.359423718478354	4.81069757520793	5.4071849982505995	0.5446354920170035	0.756880840420819
RESUB-156.flexbar_trim.R_2										16.186203883627584	7.229799981934104	16.22811176465218	5.27644273768306	5.718173935660857	1.123827183420134	1.5855337558591227
RESUB-36.flexbar_trim.R_1										15.423676484931015	7.244166765430557	17.77815909720239	5.908461939649891	7.493711965515059	1.2439067002342965	1.215505620572099
RESUB-36.flexbar_trim.R_2										14.729357956015654	6.991661076179473	17.316401663660134	6.499193519720002	10.318718221450379	1.857248916705096	2.349859735051931
RESUB-76.flexbar_trim.R_1										16.385885231548354	6.800261758957878	13.93397357297447	4.3519420175407255	5.648999651039887	0.7768245292067161	1.8959824172796094
RESUB-76.flexbar_trim.R_2										17.00367247109277	7.255198864775128	15.233561483952673	4.563613495137647	5.310851530386717	0.8623007411675635	2.5883721242734583
RESUB-94.flexbar_trim.R_1										16.106012876915077	6.888842295072525	14.862958660029395	4.566501367408699	5.71880611130158	0.7223918249629891	0.9064500484926874
RESUB-94.flexbar_trim.R_2										16.43790745134278	7.1894548695021	15.62314479824659	5.00829499489721	5.920922512883392	0.9327351150520911	1.703296536154095
