Sample	Top over-represented sequence	Sum of remaining over-represented sequences
67.flexbar_trim.R_1	1.358842388546418	0.11665720111759859
67.flexbar_trim.R_2	1.9397250795830763	0.26410915072702634
68.flexbar_trim.R_1	0.3518969039220317	0.1624462363701848
68.flexbar_trim.R_2	0.680854729064458	0.2685125919438459
69.flexbar_trim.R_1	0.23508789074429232	0.46476430133271435
69.flexbar_trim.R_2	1.0313084055067614	0.1770519037904792
70.flexbar_trim.R_1	0.6102377049644357	1.1290023064669068
70.flexbar_trim.R_2	2.0987234372080965	0.20908537310270026
78.flexbar_trim.R_1	0.4924597263183724	1.5675251086482493
78.flexbar_trim.R_2	1.7416087493316437	0.9243524718821639
79.flexbar_trim.R_1	0.22057946923755462	0.5287971829350657
79.flexbar_trim.R_2	0.7349741669935025	0.8704923208928069
80.flexbar_trim.R_1	0.3144964543354081	0.9165498277423947
80.flexbar_trim.R_2	0.7358024745407893	0.33483244696279
83.flexbar_trim.R_1	0.27945375535903105	0.5716105430374654
83.flexbar_trim.R_2	0.8206055232991816	0.8107721714068543
88.flexbar_trim.R_1	0.6242189190840868	2.742412957263415
88.flexbar_trim.R_2	2.2727249679828545	1.2410776975195685
90.flexbar_trim.R_1	0.5562930203160548	2.102585187275828
90.flexbar_trim.R_2	1.9303613049328994	1.206672834434943
91.flexbar_trim.R_1	0.21362531235334167	0.7007313812769493
91.flexbar_trim.R_2	1.0030937703078127	0.3178413297594238
97.flexbar_trim.R_1	0.37079790993900996	3.0815990742324426
97.flexbar_trim.R_2	1.4799883946250616	2.0648866924835945
98.flexbar_trim.R_1	0.814848681422649	2.3705595707724423
98.flexbar_trim.R_2	3.1530409770570618	1.5329135722918776
99.flexbar_trim.R_1	0.3576375993558559	1.2028273896304664
99.flexbar_trim.R_2	1.5216958710729562	0.3708611744580892
RESUB-116.flexbar_trim.R_1	0.16166515786827182	0.6029440210961637
RESUB-116.flexbar_trim.R_2	0.7496077202832734	0.24307756846379203
RESUB-156.flexbar_trim.R_1	0.15449033159174655	0.250995313847746
RESUB-156.flexbar_trim.R_2	0.6559122832200295	0.27576867355719037
RESUB-36.flexbar_trim.R_1	0.2967162452984989	0.5330031446012145
RESUB-36.flexbar_trim.R_2	1.0090183966075426	0.6955027072647506
RESUB-76.flexbar_trim.R_1	0.7178699006010085	0.7401582662848005
RESUB-76.flexbar_trim.R_2	1.9093675719825942	0.21025019271663004
RESUB-94.flexbar_trim.R_1	0.1522447231835571	0.5009943335469
RESUB-94.flexbar_trim.R_2	0.7287597617183825	0.28907679634500005
