Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
98.flexbar_trim.R_2	77.08738927644804	48.0	141.7284129742418	150	27.27272727272727	20752442.0
99.flexbar_trim.R_1	68.27794240055844	48.0	142.30801415152735	150	18.181818181818183	15638736.0
99.flexbar_trim.R_2	70.24242519910739	50.0	142.51068001915243	150	27.27272727272727	15638736.0
RESUB-116.flexbar_trim.R_1	64.13112325174619	48.0	143.48267142739925	150	9.090909090909092	14831891.0
RESUB-116.flexbar_trim.R_2	65.85423737831638	50.0	143.65267099117705	150	9.090909090909092	14831891.0
RESUB-156.flexbar_trim.R_1	64.04389651908578	49.0	142.47076795846337	150	18.181818181818183	15298692.0
RESUB-156.flexbar_trim.R_2	66.33057858197354	51.0	142.67214334401922	150	9.090909090909092	15298692.0
RESUB-36.flexbar_trim.R_1	69.06488952362216	48.0	143.70360758044146	150	27.27272727272727	13976653.0
RESUB-36.flexbar_trim.R_2	71.7256217882322	50.0	143.8403533378127	150	27.27272727272727	13976653.0
RESUB-76.flexbar_trim.R_1	66.75315458092862	48.0	140.39078421120652	150	9.090909090909092	13765029.0
RESUB-76.flexbar_trim.R_2	68.97861479708848	49.0	140.65698365037952	150	27.27272727272727	13765029.0
RESUB-94.flexbar_trim.R_1	63.54562107422001	48.0	143.17016493711728	150	9.090909090909092	15623530.0
RESUB-94.flexbar_trim.R_2	65.92872467564354	50.0	143.36032989983698	150	9.090909090909092	15623530.0
