""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1"	"p4htmb"	40.5614584853643	0.587991555916087	0.204966562140826	2.8658805549422	0.00415851117438128	0.0384788112658344
"2"	"LOC132465678"	9.6617912015879	-0.832125222294305	0.217316226203009	-3.82126132980084	0.000132770868100611	0.00321749535825935
"3"	"patz1"	82.106036349789	0.597558814240537	0.181100102639047	3.30041640872117	0.000965414684566475	0.0139770274362013
"4"	"fkbp5"	427.082158628148	-0.871533009773241	0.194030516051781	-4.49232403503518	7.04501223059838e-06	0.000348371094659691
"5"	"fbxo2"	13.1915168712249	-0.676214606234896	0.219258117831219	-3.07997221287224	0.00207019908270829	0.0233616527650752
"6"	"LOC132466537"	372.435622584283	0.721379005503265	0.147052529617698	4.90638674200964	9.27695171408754e-07	6.68900208074381e-05
"7"	"LOC132466614"	143.417003838018	0.718239743031028	0.14359991222594	4.9979529409175	5.7942120152104e-07	4.6952287201512e-05
"8"	"ccdc3b"	44.04794736008	0.889903620695461	0.199190210314972	4.47201017435285	7.74877397868972e-06	0.00036839028180023
"9"	"glt8d1"	241.306970247175	0.629671199571665	0.196630382084266	3.20818174915238	0.00133577054997096	0.017425733992803
"10"	"jph2"	38.2943734421362	0.624148460890581	0.204889002995117	3.03894618962868	0.00237407255164105	0.0255885861107291
"11"	"LOC132460928"	9.73773353274122	-0.598125048668528	0.21386206211862	-2.78892817651869	0.00528827914530908	0.0448982261310261
"12"	"LOC132460796"	19.7992861085966	0.622026532692159	0.218769794996891	2.85218325101257	0.00434200615547274	0.0394531969633301
"13"	"pofut1"	311.792089489552	0.669911866644374	0.198277031510436	3.38532399546915	0.000710942855308203	0.0111773045898455
"14"	"LOC132467064"	7.09849086457528	0.702729975728353	0.212625847429187	3.28589968387659	0.00101657206805108	0.0145025003509392
"15"	"dhh"	52.5357869498167	0.683642674360983	0.150073361214046	4.55161602094227	5.32354276369263e-06	0.000278288197972032
"16"	"LOC132445430"	819.780618321845	-0.707704092224918	0.178039995455468	-3.9748365365842	7.04276109338097e-05	0.00197859681619611
"17"	"si:ch211-210c8.6"	111.714504382138	-0.622093634716583	0.15113889229948	-4.11400935362209	3.88845668177727e-05	0.00126478534335942
"18"	"LOC132465765"	6745.62533182529	0.684079358887386	0.122397364279417	5.5893701527722	2.27894702376343e-08	3.62359488379959e-06
"19"	"si:ch73-217n20.1"	80.3032625736262	0.625835852583166	0.194376238774799	3.21836476111891	0.00128923751229741	0.0171136575389135
"20"	"ptges3b"	931.539061682484	-0.82271462716938	0.148853408450076	-5.52679587750441	3.26132032612983e-08	4.58999477053483e-06
"21"	"rbm38"	25.3604034682935	0.67075427319219	0.207652815531456	3.22620268551177	0.00125444487470609	0.0168762037050304
"22"	"irf10"	125.528002737992	-0.900568898692679	0.159202276433224	-5.65359185598604	1.57129076470716e-08	2.88234823786677e-06
"23"	"cnbpa"	3332.87599726192	-0.588010964595491	0.139264605306871	-4.22210993860988	2.42026002237814e-05	0.000899120455521544
"24"	"LOC132452117"	8.75332613927022	0.729919768183683	0.220383265572906	3.31716176463982	0.000909369484861132	0.0133638967368598
"25"	"eps8l3b"	261.289023293832	1.02510980268414	0.185653689450774	5.52875270648727	3.22515593036048e-08	4.58316576239673e-06
"26"	"LOC132453724"	22.7180860669883	0.641567047173923	0.220140720503187	2.95620023412417	0.00311454821194818	0.0311390998485556
"27"	"taf8"	2165.39031600361	1.19395156280504	0.206852566974516	5.80894805382418	6.28665895695259e-09	1.41565887927562e-06
"28"	"LOC132454637"	106.397424221909	0.758255996723735	0.22065069416832	3.4939372826772	0.00047595281631012	0.00820556109815222
"29"	"si:ch73-206d17.1"	127.802571930697	-0.756146116880051	0.1628353576672	-4.64318487031131	3.43079108993808e-06	0.000202485843481547
"30"	"ube2t"	35.3440912243094	-0.793452376528069	0.206757782282083	-3.8435568359426	0.000121263899155299	0.00299160778814131
"31"	"LOC132455209"	11.9758001152661	0.668068303342477	0.21681898267534	3.12069084936067	0.00180427341081822	0.0211104315860482
"32"	"rnf114"	258.82650165781	-0.656214108205413	0.130761153121365	-5.01785584713183	5.22513587333175e-07	4.34547237374755e-05
"33"	"slmapb"	9.93711066363367	0.589970154203165	0.215613158587945	2.74222467140418	0.00610245856312036	0.0492401797069419
"34"	"ampd2b"	24.2974297934248	-0.622760837505538	0.205276393773376	-3.03483765020945	0.00240665197930531	0.0258257000083567
"35"	"elapor1"	11.7553805789834	0.725919301953468	0.219542851676172	3.33008053772937	0.000868208676893133	0.0129512613897087
"36"	"troap"	31.7819136227508	-0.876612273675181	0.199183012454242	-4.4028106990834	1.06857398763759e-05	0.00048125284483235
"37"	"LOC132461869"	22.1554987383646	-0.661815259559246	0.208384184281932	-3.17308354131762	0.00150829117349284	0.018886150633258
"38"	"ribc1"	193.466141789979	0.707272097951616	0.151486278542709	4.66917135591835	3.02417059456012e-06	0.000182912334680068
"39"	"si:ch73-70k4.1"	15.4029294089592	-0.622248306164004	0.200166095804024	-3.11385071648894	0.00184662896282468	0.0215163067197449
"40"	"nr1h5"	204.126159053065	-0.603256438025085	0.178629407467721	-3.37560706463596	0.000736530283887073	0.0115300468077595
"41"	"gpr173"	17.085546863309	0.668258210540707	0.217368433875936	3.07418429850549	0.00211078992430152	0.0236316680136546
"42"	"LOC132462222"	12.5575381695654	0.91383882225041	0.220563929514156	4.14988675146013	3.32639808864963e-05	0.00113478034035254
"43"	"tsr2"	62.0790191177208	-0.62297420925484	0.158806375399196	-3.91877384074663	8.90005745323316e-05	0.00240350813547922
"44"	"ccdc120a"	8.91847408963338	-0.750463089523059	0.21147436524866	-3.52115414016959	0.000429672773203012	0.00757725347153311
"45"	"LOC132463997"	44.127633986637	0.764162257406103	0.174462946530822	4.38237816718618	1.1739081437062e-05	0.000515990795778609
"46"	"hm13"	2684.73728443389	0.585669501283475	0.192786335236339	3.04102422759863	0.0023577485822938	0.0254689047963353
"47"	"rfc2"	34.5493876200935	-0.693839200775864	0.208267666283341	-3.3257387378189	0.000881845443190659	0.0130798586499518
"48"	"LOC132463127"	45.3373280016224	0.605780331601937	0.184476987880976	3.28528623467041	0.00101878816101922	0.01451996330364
"49"	"LOC132458851"	5603.20344432919	0.727120588606285	0.211282070021868	3.45490345891407	0.000550489897929342	0.00916530113648617
"50"	"e2f1"	56.8899552159595	-0.879197368904089	0.144271652235129	-6.08702793055759	1.15025910215668e-09	3.43598826087088e-07
"51"	"sgk2a"	679.624314921357	-0.79530985847739	0.13901183803384	-5.72020041613018	1.06398475197565e-08	2.10453308306319e-06
"52"	"LOC132463330"	19.3737028577126	0.695589724950554	0.220260077502117	3.1906439607177	0.00141956098607453	0.0180679253505851
"53"	"LOC132463599"	76.5767992312484	0.731529205659067	0.148007506457224	4.94331331719078	7.68058961270248e-07	5.91688369269085e-05
"54"	"tardbpa"	491.558377330276	-0.71557292795101	0.0893343431463932	-8.0093160312314	1.1534814575259e-15	2.97204356806147e-12
"55"	"tpx2"	87.6306216534197	-0.919640902130159	0.190970586432859	-4.81168220552213	1.49665201853538e-06	0.000102706242691465
"56"	"mcm5"	41.900546575515	-0.758041232663121	0.170168855698337	-4.44934292558995	8.61333958126948e-06	0.000401507807168922
"57"	"LOC132474231"	166.383961371229	-0.681756129158941	0.21481408072298	-3.17445574021354	0.00150117783090301	0.0188283975243593
"58"	"si:ch211-11k18.4"	85.5322234062441	-0.691198671574564	0.172857911477626	-4.00110655060853	6.30469584008956e-05	0.00182015449726609
"59"	"b9d1"	8.65291033000034	-0.69259029777708	0.193966872825675	-3.56592654391958	0.000362572925153061	0.0067007322038704
"60"	"LOC132470542"	46.7421405105511	0.864439746176565	0.20154969410254	4.2868034339926	1.81262551148341e-05	0.000728884604713811
"61"	"LOC132470702"	217.210007142182	-0.644002340471178	0.154012132290997	-4.18034187957251	2.9107115091683e-05	0.00102660444240232
"62"	"LOC132474819"	17.0619372461393	0.779873648097454	0.210725639791166	3.67823431894613	0.000234854155092094	0.00486217859700564
"63"	"LOC132474833"	11.6529129512105	0.6442427341862	0.209876275010728	3.07761235059782	0.00208666163421497	0.0234581154685134
"64"	"LOC132471008"	118.014650218072	1.08586508217604	0.201692528889767	5.4025974076118	6.56827679602364e-08	7.81624938726813e-06
"65"	"fam117aa"	12.8882615181992	0.619689864754724	0.214171492967268	2.90003355985979	0.00373122708790271	0.0357421275429529
"66"	"LOC132471623"	619.150052857422	0.70051548885874	0.195048606150824	3.59579090943131	0.000323407490699515	0.00617172808522659
"67"	"ccnf"	80.364760039972	-0.610368256889938	0.188000370280977	-3.24728337251446	0.00116512321726562	0.0159830445465013
"68"	"hmox2b"	1051.36365748863	0.663879242941617	0.162902791054521	4.07627327401246	4.57632336125232e-05	0.00143127446663783
"69"	"LOC132475268"	588.252146767939	0.639498438438675	0.194404765595233	3.29346075400122	0.000989621561786847	0.0142289693515462
"70"	"LOC132474322"	5439.73794286496	-0.658295968276301	0.209534476006742	-3.14289208241842	0.00167287503472918	0.0201198618597626
"71"	"LOC132472452"	96.1545954439719	-0.855218727684123	0.126590016524991	-6.75162900255383	1.46194315661938e-11	7.92535629016219e-09
"72"	"LOC132475425"	51.7089542855844	0.634224392015715	0.192338103652926	3.30436891522492	0.000951904799252675	0.0138361773055227
"73"	"LOC132475686"	1142.04135727265	-1.66129128135882	0.209041066947315	-8.00258902511955	1.21830029434781e-15	2.97204356806147e-12
"74"	"LOC132445479"	21.3948816819255	0.712442210702062	0.157765559045692	4.5023384112456	6.72098512915402e-06	0.000334609045358596
"75"	"LOC132474383"	1935.07419535823	-0.886087131418624	0.216494833857568	-4.10666036216681	4.01420804445204e-05	0.00129991068908505
"76"	"nr5a5"	1668.89633360345	0.903959539629308	0.135149018615759	6.6893963490702	2.24093039945034e-11	1.05808058892757e-08
"77"	"LOC132446773"	43989.7474185737	0.659598323437534	0.215302465154421	3.07772553942724	0.00208586928807311	0.0234581154685134
"78"	"notch3"	184.347248860918	0.63168107707891	0.150527741785102	4.19750271418861	2.69874424066518e-05	0.000980186586863927
"79"	"dnmt1"	106.778920714002	-0.66255874849524	0.12821733298177	-5.16434697601767	2.41279767877446e-07	2.235197444571e-05
"80"	"LOC132447072"	415.150406029053	0.757179253589436	0.196872070773189	3.85214468891524	0.000117087800954245	0.002928837203814
"81"	"igfals"	7270.49496835755	0.680919185835559	0.206344221441586	3.30821407168864	0.000938930082225559	0.0136747458841149
"82"	"ccdc43"	27.3247399861834	-0.723164421593783	0.215417077830516	-3.36692778355559	0.000760105904153403	0.0117722566242032
"83"	"hcrt"	424.841693783479	0.859682743862647	0.203502063901153	4.23731306872551	2.26210615487914e-05	0.000855567126329869
"84"	"dhx58"	568.609046563097	-1.61221253867451	0.21784231958246	-7.54086568186096	4.66861792263169e-14	6.833456053356e-11
