""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1"	"rereb"	262.724047163232	0.440939989918185	0.127457333882315	3.45908814181576	0.000542007502705485	0.00317863189626992
"2"	"p4htmb"	73.9067629662657	0.611627435977343	0.214390467908932	2.85117988045498	0.00435573206481071	0.0166704468735166
"3"	"LOC132464547"	65.3280381724028	-0.483573098287604	0.194209177021735	-2.49153349725221	0.0127192972819092	0.0390572084028447
"4"	"zbtb40"	22.4087249415598	0.584208126345237	0.192535248449549	3.03059358274606	0.00244073537002886	0.0106651151368285
"5"	"zc3h11a"	825.943156120485	0.659665524847405	0.164502620393336	4.00961448080983	6.08179617347204e-05	0.000531178335322558
"6"	"LOC132465594"	308.411340595266	0.453653078176123	0.164781917981114	2.75261730047647	0.00591209624949815	0.0213642341639019
"7"	"aldh1l1"	2991.39950707607	0.394609391488961	0.153525713222756	2.57023675133624	0.0101629034218613	0.0326795844795518
"8"	"LOC132465678"	9.49395496219221	0.942500565330841	0.256909052826352	3.65488858040345	0.000257293693747885	0.00174641989528771
"9"	"LOC132465686"	143.763687480431	0.675535823702559	0.160587697662604	4.2062653529714	2.59625377527616e-05	0.000267222796450932
"10"	"ppil1"	136.897893609928	-0.588888472687402	0.157185035272726	-3.74691302156483	0.000179024126353375	0.00129386031451234
"11"	"frs3"	18.5287754114931	-0.45011061854162	0.177143185947041	-2.5395152816718	0.0111006195709499	0.0348915105446121
"12"	"LOC132465857"	351.824095785244	-0.212422132450953	0.0851787286924514	-2.49387471242526	0.0126357135974386	0.0388675750800072
"13"	"sirt4"	230.657547435238	-0.482712752491613	0.199543779086836	-2.419773066465	0.0155301956088873	0.0453589154636011
"14"	"sfi1"	35.7572218154612	0.639751394206049	0.197800677221601	3.23068079808727	0.00123495772191677	0.0061574983369634
"15"	"trub2"	95.7537753821085	-0.426193021790116	0.163417351808071	-2.60863777034618	0.00909034110770379	0.029933404780222
"16"	"LOC132466033"	640.355354399268	-0.518381965640669	0.166897480592375	-3.10626784606101	0.0018946501421638	0.00872060012371404
