""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1"	"rereb"	195.722608085438	0.599794563150147	0.135680691817901	4.42023730226266	9.85925737214007e-06	5.5719742421337e-05
"2"	"p4htmb"	40.3379045560975	1.35603092956089	0.243334701804805	5.56618559266588	2.60375924421307e-08	2.44840890275162e-07
"3"	"LOC132464874"	14.2542557726044	-1.20210377309528	0.29093457296233	-4.12805077564763	3.65851339747568e-05	0.000182449072310863
"4"	"usp48"	266.739998551883	0.70982122586635	0.11697233331465	6.06830813430692	1.29264719705379e-09	1.53503173677889e-08
"5"	"zbtb40"	23.8688880065792	-0.614014423124314	0.229616829242052	-2.6713774877943	0.00755406420426739	0.0199182475946126
"6"	"atxn7l2a"	36.3728329777406	-0.948171018744281	0.248926502638304	-3.80237769470077	0.000143314020894057	0.000614619416847244
"7"	"arfrp1"	83.5578833170367	0.634797860844448	0.170995297752682	3.71178695181834	0.000205801180175552	0.000848099084423159
"8"	"si:dkey-78k11.9"	13.8504544687363	0.79206314262563	0.207788330972899	3.80759911368066	0.000140322505562324	0.000602500439319694
"9"	"si:ch73-267c23.10"	37.2106615051268	0.702687919266305	0.215510543968488	3.26146758322073	0.00110837104839932	0.00374181333048618
"10"	"svbp"	56.3288364276441	-0.921671348432385	0.243223839533568	-3.78934757660475	0.000151043455062722	0.000644537735640194
"11"	"LOC132465764"	64.8888299224211	1.60902072571611	0.168791693833261	9.51968044652392	1.73712400162447e-21	9.08990750058673e-20
"12"	"LOC132465638"	122.50389376965	0.662355016558518	0.200331120865594	3.30562863353307	0.000947635950132028	0.00326355591064645
"13"	"LOC132465678"	14.6945754199139	-1.73142903290072	0.272709353779352	-6.29667817264293	3.04091708148383e-10	4.00690405655302e-09
"14"	"LOC132465766"	306.30254195736	0.700132009784881	0.143320094386668	4.8851316753655	1.03359754867112e-06	7.24963526543821e-06
"15"	"LOC132466025"	90.3196560575442	-1.20007118017766	0.201565362285772	-5.94995153008393	2.68221906966712e-09	2.99219638086254e-08
"16"	"tspo"	493.567186363953	1.4760830630348	0.14247867022894	10.3590577656594	3.80693626538585e-25	2.67533825374725e-23
"17"	"patz1"	85.792552879709	0.64623824873694	0.216534771228613	2.98459778316636	0.00283951428116153	0.00852557569619335
"18"	"LOC132466066"	369.828442465268	0.888526337612093	0.276667679009091	3.21286911151047	0.00131416164050518	0.00435923603550367
"19"	"fkbp5"	487.01155628391	-1.19191898729346	0.212823846739286	-5.59979688662457	2.14603102638413e-08	2.05654238081752e-07
"20"	"LOC132466033"	615.542730849206	0.916492641659995	0.189861402141651	4.82747197042991	1.38277143461829e-06	9.44374462882264e-06
"21"	"nucks1a"	304.817648762997	-0.941521172679911	0.142560698770166	-6.60323472809921	4.02281816489799e-11	6.05169967370952e-10
"22"	"etnk2"	48.9913964218843	-1.07691676811809	0.198410236611301	-5.42063414563946	5.93879886570847e-08	5.23268970923447e-07
"23"	"snrpe"	728.353818638381	-0.821940760875879	0.112568545789349	-7.30148653748142	2.84605559156528e-13	5.8230057229958e-12
"24"	"ube2v1"	22.4011394531005	-1.44891132461087	0.230147354817942	-6.27506189215217	3.49495239482566e-10	4.56793104110771e-09
"25"	"slc2a10"	28.4545664660084	-0.772842077472769	0.201428485044287	-3.83562047901645	0.000125247689870174	0.000543387457363979
"26"	"fbxo2"	11.7113320407187	-0.705434286596554	0.272689554890715	-2.57953788288181	0.00989326067130184	0.0251208348726528
"27"	"ncoa5"	248.027871869024	-0.721594315245686	0.104172034047725	-6.92618078272914	4.32353892837766e-12	7.5053127435692e-11
"28"	"LOC132466537"	372.733307676024	1.15405344878904	0.162011881556547	7.12334421509313	1.05339302371025e-12	1.98493631035142e-11
"29"	"LOC132466504"	233.150565209564	1.5624600528667	0.235391687970726	6.63796885975115	3.18035029268407e-11	4.83938867235097e-10
"30"	"LOC132466758"	359.564912500821	0.94118078896924	0.15035259809224	6.25979365440554	3.85487198152189e-10	4.98904116683264e-09
"31"	"LOC132466614"	125.371369523899	2.05597607002118	0.148665339565444	13.8145923187079	2.08129178738609e-43	6.17888808798071e-41
"32"	"chchd4a"	258.229109703129	-1.07952883432646	0.21018940625899	-5.13557638556299	2.81280601744027e-07	2.20344044888011e-06
