""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1"	"rereb"	195.722608085438	0.599794563150147	0.135680691817901	4.42023730226266	9.85925737214007e-06	5.5719742421337e-05
"2"	"p4htmb"	40.3379045560975	1.35603092956089	0.243334701804805	5.56618559266588	2.60375924421307e-08	2.44840890275162e-07
"3"	"LOC132464874"	14.2542557726044	-1.20210377309528	0.29093457296233	-4.12805077564763	3.65851339747568e-05	0.000182449072310863
"4"	"usp48"	266.739998551883	0.70982122586635	0.11697233331465	6.06830813430692	1.29264719705379e-09	1.53503173677889e-08
"5"	"zbtb40"	23.8688880065792	-0.614014423124314	0.229616829242052	-2.6713774877943	0.00755406420426739	0.0199182475946126
"6"	"atxn7l2a"	36.3728329777406	-0.948171018744281	0.248926502638304	-3.80237769470077	0.000143314020894057	0.000614619416847244
"7"	"arfrp1"	83.5578833170367	0.634797860844448	0.170995297752682	3.71178695181834	0.000205801180175552	0.000848099084423159
"8"	"si:dkey-78k11.9"	13.8504544687363	0.79206314262563	0.207788330972899	3.80759911368066	0.000140322505562324	0.000602500439319694
"9"	"si:ch73-267c23.10"	37.2106615051268	0.702687919266305	0.215510543968488	3.26146758322073	0.00110837104839932	0.00374181333048618
"10"	"svbp"	56.3288364276441	-0.921671348432385	0.243223839533568	-3.78934757660475	0.000151043455062722	0.000644537735640194
"11"	"LOC132465764"	64.8888299224211	1.60902072571611	0.168791693833261	9.51968044652392	1.73712400162447e-21	9.08990750058673e-20
"12"	"LOC132465638"	122.50389376965	0.662355016558518	0.200331120865594	3.30562863353307	0.000947635950132028	0.00326355591064645
"13"	"LOC132465678"	14.6945754199139	-1.73142903290072	0.272709353779352	-6.29667817264293	3.04091708148383e-10	4.00690405655302e-09
"14"	"LOC132465766"	306.30254195736	0.700132009784881	0.143320094386668	4.8851316753655	1.03359754867112e-06	7.24963526543821e-06
"15"	"ppil1"	219.984041697756	-0.559541372923726	0.178409349611906	-3.13638502783102	0.00171044486469589	0.0054829972337442
"16"	"LOC132466025"	90.3196560575442	-1.20007118017766	0.201565362285772	-5.94995153008393	2.68221906966712e-09	2.99219638086254e-08
"17"	"frs3"	27.7118024641611	-0.473386251584906	0.176686272465203	-2.67843530921673	0.00739670187052656	0.0195814052976433
"18"	"tspo"	493.567186363953	1.4760830630348	0.14247867022894	10.3590577656594	3.80693626538585e-25	2.67533825374725e-23
"19"	"LOC132465857"	354.138141075179	0.392071234706449	0.11870686509973	3.30291599146606	0.000956850486730553	0.00329061561004004
"20"	"tomm6"	495.90772977747	-0.423261927573608	0.150955246036661	-2.80390303126705	0.00504880870732542	0.0140672323818163
"21"	"eif4enif1"	184.425012201994	-0.281182632322842	0.101797098054418	-2.7621832928446	0.00574162353482171	0.0157087450744878
"22"	"patz1"	85.792552879709	0.64623824873694	0.216534771228613	2.98459778316636	0.00283951428116153	0.00852557569619335
"23"	"LOC132466066"	369.828442465268	0.888526337612093	0.276667679009091	3.21286911151047	0.00131416164050518	0.00435923603550367
"24"	"fkbp5"	487.01155628391	-1.19191898729346	0.212823846739286	-5.59979688662457	2.14603102638413e-08	2.05654238081752e-07
"25"	"LOC132466033"	615.542730849206	0.916492641659995	0.189861402141651	4.82747197042991	1.38277143461829e-06	9.44374462882264e-06
"26"	"n6amt1"	81.5517737864352	0.340378950844173	0.140260817943936	2.42691940392354	0.0152276382762458	0.0364456159928509
"27"	"nucks1a"	304.817648762997	-0.941521172679911	0.142560698770166	-6.60323472809921	4.02281816489799e-11	6.05169967370952e-10
"28"	"si:ch211-117k10.3"	63.0738573126997	-0.539385585628417	0.212942955555794	-2.53212572846194	0.0113373331159146	0.0282675874089555
"29"	"etnk2"	48.9913964218843	-1.07691676811809	0.198410236611301	-5.42063414563946	5.93879886570847e-08	5.23268970923447e-07
"30"	"snrpe"	728.353818638381	-0.821940760875879	0.112568545789349	-7.30148653748142	2.84605559156528e-13	5.8230057229958e-12
"31"	"ube2v1"	22.4011394531005	-1.44891132461087	0.230147354817942	-6.27506189215217	3.49495239482566e-10	4.56793104110771e-09
"32"	"slc2a10"	28.4545664660084	-0.772842077472769	0.201428485044287	-3.83562047901645	0.000125247689870174	0.000543387457363979
